Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000169564,PCBP1,260,0.36741,250,0.30264,309,0.65159,60,-1.9917,143,-0.5778,358,0.89649,412,1.14125,61,-1.8551,177,-0.2438,187,-0.1619
ENSG00000143977,SNRPG,236,1.96492,49,-0.6856,134,0.92303,36,-1.2195,1,-5.4850,58,-0.4118,134,0.93247,38,-1.0660,63,-0.2993,51,-0.6212
ENSG00000075340,ADD2,3,-3.6543,297,4.02652,27,-0.7289,49,0.20935,48,0.15868,0,-7.2634,0,-6.3553,0,-7.9742,3,-3.6088,0,-8.5379
ENSG00000124374,PAIP2B,3,-5.4888,11,-3.8858,17,-3.2694,32,-2.4868,107,-0.5720,280,0.97967,64,-1.3413,314,1.18018,260,0.85657,576,2.35789
ENSG00000075292,ZNF638,106,0.96321,68,0.21828,31,-0.9953,24,-1.4794,52,-0.2058,114,1.07699,27,-1.1721,65,0.16243,85,0.59584,54,-0.1509
ENSG00000144036,EXOC6B,3,-3.7333,100,1.31002,43,-0.0903,20,-1.3543,1,-4.7511,13,-1.8220,216,2.89696,18,-1.3843,7,-2.7494,59,0.42531
ENSG00000144040,SFXN5,3,-4.7439,74,-0.3354,387,2.62210,195,1.49547,37,-1.4046,52,-0.8893,8,-3.6094,22,-2.1522,22,-2.1541,17,-2.5432
ENSG00000135624,CCT7,425,2.60197,89,-0.2180,92,-0.1551,33,-1.8028,77,-0.4426,112,0.15367,109,0.10241,80,-0.3803,52,-1.0417,19,-2.4861
ENSG00000163013,FBXO41,3,-2.8678,106,2.61855,32,0.41120,52,1.41613,3,-3.0755,0,-6.4843,0,-5.5757,26,0.09184,0,-5.9933,0,-4.8061
ENSG00000114956,DGUOK,3,-3.4299,143,2.41447,70,1.03777,24,-0.6978,1,-4.4494,0,-7.0409,88,1.45441,1,-4.6511,29,-0.3589,22,-0.7660
ENSG00000163170,BOLA3,165,1.89773,25,-1.1972,76,0.51700,24,-1.3729,43,-0.3815,77,0.54116,51,-0.1048,50,-0.1389,40,-0.5015,30,-0.9286
ENSG00000204843,DCTN1,3,-5.3555,421,1.89809,34,-2.1356,78,-0.9819,145,0.04980,213,0.67661,145,0.04743,89,-0.7059,169,0.29649,171,0.30918
ENSG00000239779,WBP1,559,2.72877,87,-0.5828,140,0.15479,48,-1.5805,17,-3.0145,100,-0.3774,124,-0.0463,62,-1.1041,79,-0.7318,135,0.09016
ENSG00000115350,POLE4,89,0.18000,56,-0.5368,44,-0.9141,29,-1.6520,70,-0.1970,131,0.80612,105,0.44235,146,0.98659,66,-0.2984,113,0.55458
ENSG00000066032,CTNNA2,3,-3.8166,139,1.81664,187,2.42098,63,0.48489,23,-1.1104,0,-7.4249,0,-6.4318,16,-1.6492,19,-1.4017,17,-1.5463
ENSG00000163541,SUCLG1,3,-3.8572,66,0.44393,95,1.05989,23,-1.2630,1,-4.8750,142,1.80164,88,0.93457,18,-1.5509,56,0.18402,32,-0.6794
ENSG00000034510,TMSB10,333,-1.8793,1346,0.25820,1124,-0.0293,386,-1.7638,2966,1.62201,252,-2.2913,753,-0.6534,470,-1.3658,4067,2.25256,514,-1.2328
ENSG00000152291,TGOLN2,3,-4.6467,103,0.28457,62,-0.5043,38,-1.3335,70,-0.3289,122,0.56009,169,1.11477,73,-0.2521,172,1.14748,96,0.17591
ENSG00000168906,MAT2A,3,-4.8792,83,-0.3034,136,0.48212,54,-1.0527,81,-0.3389,195,1.08967,278,1.73213,46,-1.1905,114,0.19080,66,-0.6529
ENSG00000168899,VAMP5,230,1.44001,4,-4.7374,122,0.35617,16,-2.7858,216,1.32151,0,-8.4358,59,-0.7700,6,-3.9718,397,2.54246,8,-3.6210
ENSG00000168894,RNF181,3,-4.1242,67,0.17004,111,1.01891,21,-1.6546,126,1.23328,45,-0.4456,144,1.47892,21,-1.6092,23,-1.4395,76,0.37387
ENSG00000132300,PTCD3,3,-3.7730,66,0.56120,82,0.92298,21,-1.3261,1,-4.7911,59,0.37843,211,2.77173,8,-2.5474,5,-3.2331,37,-0.3750
ENSG00000068615,REEP1,303,2.66038,284,2.51577,18,-2.0395,30,-1.3944,74,0.06547,0,-7.9700,27,-1.4376,12,-2.6468,0,-7.5304,0,-9.2445
ENSG00000115561,CHMP3,3,-4.7562,142,0.69425,86,-0.1249,60,-0.7382,68,-0.4833,120,0.41965,68,-0.4730,73,-0.3715,192,1.20969,147,0.74983
ENSG00000153561,RMND5A,3,-3.9819,64,0.27272,63,0.24424,21,-1.5564,64,0.27316,186,2.17406,36,-0.6451,36,-0.6491,33,-0.7805,69,0.39122
ENSG00000172005,MAL,3,-6.1175,40,-2.6778,161,-0.6147,52,-2.4036,70,-1.8512,1172,3.01031,643,1.69590,75,-1.7674,84,-1.5914,270,0.20004
ENSG00000084090,STARD7,3,-4.8007,132,0.51705,137,0.57831,72,-0.4821,24,-2.0551,137,0.57619,231,1.48609,27,-1.9086,96,0.00909,121,0.37248
ENSG00000135956,TMEM127,3,-3.6323,221,3.14361,47,0.16339,42,-0.0081,1,-4.6510,36,-0.2666,0,-6.3338,11,-2.0638,56,0.44223,7,-2.5986
ENSG00000144021,CIAO1,334,2.30857,139,0.67896,69,-0.4325,41,-1.3032,19,-2.3302,147,0.76838,150,0.81129,1,-5.6598,12,-3.0342,51,-0.9029
ENSG00000144028,SNRNP200,3,-3.8643,91,0.98709,61,0.32353,30,-0.8676,57,0.20468,30,-0.7897,124,1.53295,25,-1.0624,59,0.25786,40,-0.3441
ENSG00000135940,COX5B,1682,1.66116,608,-0.0708,763,0.29239,280,-1.3505,232,-1.5410,652,0.03993,1013,0.75990,375,-0.8185,626,-0.0254,484,-0.4288
ENSG00000115073,ACTR1B,60,0.08606,115,1.18096,72,0.39424,32,-0.9366,118,1.21731,31,-0.9274,123,1.29391,9,-2.6242,13,-2.1524,15,-1.9303
ENSG00000183513,COA5,3,-3.9769,31,-0.8549,68,0.37227,20,-1.5688,3,-4.2296,125,1.40319,161,1.88656,52,-0.0648,44,-0.3170,66,0.32077
ENSG00000158417,EIF5B,71,-1.9627,191,-0.4766,89,-1.6276,128,-1.1753,418,0.77617,167,-0.6912,612,1.44281,208,-0.3495,428,0.81343,419,0.77933
ENSG00000170500,LONRF2,3,-3.4335,240,3.81367,44,0.27652,23,-0.7913,23,-0.7192,14,-1.4070,0,-6.1360,13,-1.5245,16,-1.2837,6,-2.5722
ENSG00000071082,RPL31,1842,0.31170,595,-1.4336,882,-0.8407,536,-1.6927,1680,0.16377,1585,0.07077,1222,-0.3388,2714,0.95824,2338,0.70520,2748,0.98016
ENSG00000175874,CREG2,3,-3.8291,416,5.06266,14,-1.9118,40,-0.3387,1,-4.8468,0,-7.4369,0,-6.5290,11,-2.2402,11,-2.1595,0,-8.7114
ENSG00000071054,MAP4K4,3,-6.5980,69,-2.3636,86,-2.0435,102,-1.9104,147,-1.2511,564,0.86440,660,1.13556,455,0.50382,435,0.43224,1037,1.97983
ENSG00000198914,POU3F3,3,-4.3897,29,-1.3791,103,0.57846,39,-0.9958,1,-5.4059,161,1.34483,198,1.73057,22,-1.8044,105,0.61235,90,0.35695
ENSG00000135968,GCC2,208,2.24252,118,1.15602,66,0.19124,20,-1.7083,33,-0.8952,5,-3.5684,74,0.36484,7,-3.0571,25,-1.2884,68,0.24178
ENSG00000175701,MTLN,4,-3.9443,89,0.57032,121,1.09840,31,-1.1429,86,0.52175,64,0.04015,157,1.55928,7,-3.1274,53,-0.2646,42,-0.5995
ENSG00000188177,ZC3H6,3,-4.5238,74,-0.0939,78,-0.0199,53,-0.6725,187,1.44953,74,-0.0994,117,0.64183,88,0.16523,68,-0.2235,72,-0.1384
ENSG00000114999,TTL,3,-3.4580,79,1.21969,43,0.19922,28,-0.4898,1,-4.4772,99,1.62902,16,-1.2581,26,-0.5433,43,0.20665,47,0.36313
ENSG00000125611,CHCHD5,3,-3.7209,31,-0.5746,92,1.16814,19,-1.3796,44,-0.0478,51,0.18968,126,1.74681,60,0.44962,17,-1.4618,35,-0.4026
ENSG00000115091,ACTR3,3,-3.7700,111,1.45572,41,-0.2017,21,-1.3293,37,-0.3523,49,0.08247,59,0.36732,30,-0.6809,82,0.91772,60,0.39166
ENSG00000088205,DDX18,3,-3.9242,119,1.37583,31,-0.7843,23,-1.3490,33,-0.6930,67,0.40594,107,1.19612,13,-2.0931,73,0.55387,80,0.69983
ENSG00000155368,DBI,152,-1.4749,341,-0.2393,961,1.49181,264,-0.6935,222,-0.9024,312,-0.3801,710,0.95458,294,-0.4740,511,0.40350,343,-0.2329
ENSG00000074054,CLASP1,3,-3.5353,129,2.04856,94,1.45155,23,-0.9325,15,-1.4179,9,-2.1396,33,-0.2744,17,-1.2574,58,0.59568,32,-0.3296
ENSG00000211460,TSN,15,-2.0174,96,0.84318,57,-0.0079,37,-0.7520,24,-1.3510,181,1.98998,140,1.50317,4,-3.9301,7,-3.0628,35,-0.7660
ENSG00000136717,BIN1,3,-6.3419,416,0.65069,71,-2.0718,38,-3.1306,22,-3.7602,1031,2.33611,668,1.47636,184,-0.6458,236,-0.2648,361,0.41531
ENSG00000136720,HS6ST1,3,-3.9436,156,1.86692,115,1.28974,21,-1.4904,78,0.63869,84,0.75926,101,1.07018,0,-8.2617,0,-7.1103,1,-5.3365
ENSG00000152082,MZT2B,51,-2.8199,344,0.03826,333,-0.0123,148,-1.3528,381,0.19959,248,-0.4764,495,0.62844,457,0.49461,548,0.79949,543,0.78480
ENSG00000136718,IMP4,3,-3.3749,22,-0.7513,79,1.33174,28,-0.4175,8,-2.1690,59,0.83648,81,1.38419,42,0.27005,9,-2.0014,31,-0.2331
ENSG00000136002,ARHGEF4,232,1.57191,179,1.10657,96,0.06704,60,-0.7257,1,-5.7553,66,-0.5009,150,0.80348,94,0.03896,31,-1.6566,40,-1.2622
ENSG00000152102,FAM168B,3,-4.7242,241,1.66822,47,-0.9978,68,-0.5006,64,-0.5525,117,0.40714,114,0.37196,33,-1.5118,112,0.33797,130,0.57997
ENSG00000115762,PLEKHB2,3,-4.7123,348,2.43296,91,0.02337,42,-1.2634,13,-2.8804,134,0.65005,179,1.13988,22,-2.1100,35,-1.4551,80,-0.1795
ENSG00000173272,MZT2A,3,-5.2625,148,0.18853,174,0.44896,68,-1.1027,50,-1.4837,201,0.68662,43,-1.6817,169,0.39538,265,1.15731,260,1.12673
ENSG00000152127,MGAT5,181,1.89529,84,0.53938,29,-1.1201,26,-1.3696,1,-5.1549,60,-0.0148,124,1.19832,8,-2.9295,41,-0.6128,83,0.51413
ENSG00000144224,UBXN4,3,-4.9736,49,-1.2097,96,-0.1766,60,-0.9659,122,0.20227,117,0.13147,277,1.60109,56,-0.9962,125,0.23528,219,1.17526
ENSG00000115866,DARS,369,2.00548,74,-0.6963,213,0.98747,54,-1.2684,196,0.85079,13,-3.2153,147,0.36425,42,-1.5465,58,-1.0851,64,-0.9300
ENSG00000169554,ZEB2,3,-6.3128,45,-2.7115,59,-2.3059,56,-2.5204,130,-1.1381,626,1.39474,337,0.33820,425,0.71954,383,0.54494,884,2.05809
ENSG00000168280,KIF5C,13,-5.0771,541,0.43192,214,-1.0195,220,-1.0518,365,-0.1993,432,0.06884,346,-0.2809,882,1.26399,509,0.33231,810,1.11259
ENSG00000182389,CACNB4,3,-3.3472,235,3.94234,31,-0.1738,39,0.19809,1,-4.3674,0,-6.9592,0,-6.0508,0,-7.2451,23,-0.6226,12,-1.6425
ENSG00000157827,FMNL2,3,-5.8925,58,-1.8966,179,-0.2099,55,-2.0987,42,-2.3680,956,2.88612,335,0.80819,122,-0.7918,44,-2.3077,395,1.09288
ENSG00000196504,PRPF40A,3,-3.7526,56,0.31470,56,0.29233,19,-1.4233,60,0.40831,27,-0.8366,141,1.92195,43,-0.1253,24,-1.0266,61,0.45618
ENSG00000136541,ERMN,3,-6.9489,16,-4.8578,22,-4.3700,29,-4.1205,72,-2.6608,1837,2.69480,849,1.15025,361,-0.2530,357,-0.2699,1094,1.61200
ENSG00000144283,PKP4,3,-5.9668,60,-1.9208,63,-1.8496,42,-2.5875,23,-3.2987,390,0.98223,260,0.30466,454,1.24713,339,0.74500,686,2.02800
ENSG00000123636,BAZ2B,32,-1.4794,63,-0.4781,40,-1.1689,20,-2.3316,125,0.60323,175,1.17492,177,1.19621,107,0.34309,111,0.40367,77,-0.1697
ENSG00000115233,PSMD14,3,-3.8970,52,0.04170,76,0.65079,15,-1.9604,72,0.54789,65,0.38546,73,0.57586,65,0.38701,81,0.75107,44,-0.2456
ENSG00000136531,SCN2A,3,-4.9811,761,4.12537,49,-1.2182,154,0.64672,1,-5.9960,0,-8.5840,0,-7.6764,44,-1.3656,21,-2.4636,5,-4.5297
ENSG00000178662,CSRNP3,3,-3.6730,345,4.61780,5,-3.0390,27,-0.8133,1,-4.6913,25,-0.8233,0,-6.3739,20,-1.1814,25,-0.8577,2,-4.5394
ENSG00000198648,STK39,3,-4.2890,57,-0.2488,45,-0.6256,35,-1.0681,1,-5.3055,203,1.91937,102,0.67298,39,-0.8428,105,0.72103,112,0.83958
ENSG00000138398,PPIG,3,-5.0670,165,0.58356,48,-1.3209,66,-0.9390,454,2.47408,81,-0.5465,100,-0.2225,37,-1.7236,102,-0.1924,145,0.36798
ENSG00000138385,SSB,6,-3.2842,133,1.38291,66,0.19236,27,-1.2691,26,-1.2422,8,-2.8919,179,1.94220,46,-0.3667,83,0.57084,40,-0.5662
ENSG00000071967,CYBRD1,59,0.26649,13,-2.0625,160,2.01175,21,-1.4063,53,0.09218,42,-0.2614,126,1.55533,2,-4.3546,27,-0.9396,27,-0.9374
ENSG00000077380,DYNC1I2,3,-5.9451,150,-0.5363,141,-0.6346,94,-1.3276,63,-1.8390,534,1.57056,441,1.22454,150,-0.5403,239,0.19233,418,1.12971
ENSG00000091428,RAPGEF4,3,-5.9737,67,-1.7781,141,-0.6625,127,-0.8888,146,-0.6031,298,0.51977,64,-1.8500,607,1.77691,352,0.79885,442,1.19165
ENSG00000138430,OLA1,3,-4.2096,246,2.42915,57,-0.1810,18,-2.0203,51,-0.3319,33,-0.9945,124,1.09969,21,-1.6661,103,0.79288,24,-1.4421
ENSG00000138433,CIR1,161,1.91358,71,0.46608,27,-1.0413,32,-0.8644,36,-0.5846,110,1.20789,38,-0.5029,18,-1.5965,3,-3.9512,56,0.07603
ENSG00000163328,GPR155,3,-3.8073,115,1.47380,63,0.43895,45,-0.1114,70,0.61117,12,-2.0030,76,0.73583,6,-2.9590,61,0.38594,30,-0.7084
ENSG00000128656,CHN1,3,-6.7329,2928,4.73952,211,-0.8536,311,-0.2783,1,-7.7377,38,-3.3602,16,-4.5801,85,-2.1971,70,-2.4836,44,-3.1734
ENSG00000154518,ATP5MC3,292,1.08825,215,0.57034,261,0.89461,60,-1.5107,197,0.42702,45,-1.8314,223,0.62486,78,-1.0285,174,0.21965,59,-1.4298
ENSG00000170144,HNRNPA3,1170,2.92428,171,-0.5699,236,-0.0633,72,-1.9777,97,-1.4208,202,-0.3116,100,-1.3817,132,-0.9593,222,-0.1603,233,-0.0870
ENSG00000116044,NFE2L2,273,1.75647,0,-9.3583,118,0.30056,30,-1.8979,228,1.41270,43,-1.2472,241,1.51669,27,-1.9330,56,-0.8525,32,-1.6819
ENSG00000187231,SESTD1,3,-3.7116,27,-0.7878,35,-0.3737,13,-1.9324,1,-4.7296,126,1.76343,34,-0.4441,30,-0.5998,95,1.24552,115,1.59311
ENSG00000170035,UBE2E3,398,2.88212,100,0.26521,121,0.56524,22,-2.1122,14,-2.6495,50,-0.8100,80,-0.0912,13,-2.8132,72,-0.2598,41,-1.1195
ENSG00000138434,ITPRID2,533,2.77663,19,-2.7219,44,-1.5056,32,-2.0692,149,0.36177,86,-0.4988,64,-0.9568,25,-2.3125,208,0.92216,113,-0.0850
ENSG00000061676,NCKAP1,3,-5.0788,460,2.48580,186,0.77004,66,-0.9323,198,0.87612,103,-0.1815,96,-0.3037,11,-3.4136,51,-1.2665,35,-1.8076
ENSG00000065548,ZC3H15,156,1.05940,265,2.04644,36,-1.2487,28,-1.7551,1,-5.5985,95,0.23523,135,0.80122,32,-1.4336,56,-0.5828,71,-0.2212
ENSG00000138448,ITGAV,97,0.37401,61,-0.3719,186,1.47762,60,-0.4274,73,-0.0813,131,0.85876,79,0.03042,0,-7.8646,70,-0.1595,33,-1.3097
ENSG00000144369,FAM171B,135,0.53195,207,1.26169,328,2.14789,85,-0.2241,24,-2.1106,79,-0.3276,15,-2.7921,43,-1.2486,28,-1.8482,37,-1.4513
ENSG00000151690,MFSD6,100,0.47318,241,2.05155,4,-4.1474,30,-1.4802,30,-1.3882,179,1.47467,99,0.45995,46,-0.7527,4,-4.2920,57,-0.4241
ENSG00000115419,GLS,3,-3.5606,268,3.88187,36,-0.1923,17,-1.3790,1,-4.5796,18,-1.2515,0,-6.1199,15,-1.5217,44,0.14047,25,-0.7067
ENSG00000168497,CAVIN2,3,-4.7099,0,-9.2311,64,-0.5270,22,-2.2450,302,2.13391,0,-8.3135,0,-7.4060,12,-2.9347,561,3.70023,2,-5.4178
ENSG00000144339,TMEFF2,3,-3.9362,147,1.76240,8,-2.8253,9,-2.7713,1,-4.9535,109,1.20559,159,1.91743,27,-0.9871,43,-0.3218,62,0.27360
ENSG00000196950,SLC39A10,120,1.18720,153,1.62308,63,0.09799,20,-1.6964,1,-5.1165,0,-7.7056,36,-0.7553,0,-8.3942,233,2.48188,0,-8.9805
ENSG00000115524,SF3B1,84,-0.2953,82,-0.3375,105,0.05707,39,-1.5382,147,0.59412,101,-0.0122,354,2.20972,59,-0.8229,55,-0.9301,50,-1.0854
ENSG00000144381,HSPD1,1117,3.18227,256,0.29109,149,-0.5562,72,-1.7624,114,-0.9681,139,-0.6659,128,-0.7845,104,-1.0979,71,-1.6651,122,-0.8657
ENSG00000115541,HSPE1,1104,2.61531,167,-0.7088,270,0.03549,59,-2.3690,216,-0.3157,294,0.17210,479,0.98321,47,-2.5756,62,-2.1774,143,-0.9448
ENSG00000162944,RFTN2,3,-4.0197,27,-1.0830,62,0.17755,21,-1.5828,12,-2.3327,261,2.88035,55,-0.0041,35,-0.7095,42,-0.4522,72,0.42248
ENSG00000196141,SPATS2L,518,3.41367,90,-0.0207,104,0.21695,23,-2.1908,81,-0.1729,6,-3.9068,53,-0.8239,33,-1.5165,32,-1.5731,36,-1.4216
ENSG00000082153,BZW1,481,2.60103,100,-0.2177,111,-0.0537,44,-1.5622,25,-2.2831,167,0.60038,145,0.36460,39,-1.6350,54,-1.1607,57,-1.0692
ENSG00000013441,CLK1,3,-4.7425,40,-1.2567,63,-0.5926,24,-2.1278,138,0.65329,166,0.97580,279,1.92082,35,-1.4765,162,0.93185,76,-0.2871
ENSG00000119013,NDUFB3,151,0.46271,99,-0.2101,213,1.03860,39,-1.7302,38,-1.6440,120,0.08252,300,1.65659,46,-1.3850,127,0.17806,76,-0.6183
ENSG00000115993,TRAK2,3,-4.7527,98,0.08314,19,-2.3519,26,-2.0271,59,-0.6910,44,-1.1460,150,0.78550,185,1.14474,134,0.60404,274,1.87236
ENSG00000116030,SUMO1,63,-0.0107,163,1.61511,65,0.05070,33,-1.0892,1,-5.2088,23,-1.5525,167,1.65378,85,0.47508,17,-1.9769,45,-0.5255
ENSG00000204217,BMPR2,19,-1.3271,126,1.69854,75,0.78222,29,-0.7899,58,0.35388,0,-7.3712,53,0.21096,31,-0.6096,89,1.07293,1,-5.0386
ENSG00000138443,ABI2,3,-4.7267,369,2.54109,87,-0.0711,78,-0.2649,92,0.02526,25,-1.9447,102,0.18472,32,-1.5909,65,-0.5121,68,-0.4558
ENSG00000023228,NDUFS1,293,2.07909,143,0.76055,80,-0.1805,49,-1.0067,66,-0.4625,160,0.95062,19,-2.3007,38,-1.3198,53,-0.8012,34,-1.4577
ENSG00000114942,EEF1B2,1953,1.76463,177,-2.0796,231,-1.6873,122,-2.7559,459,-0.6550,661,-0.0908,681,-0.0422,998,0.57502,953,0.49789,1338,1.07333
ENSG00000078018,MAP2,3,-5.9021,1120,3.29074,383,1.02572,207,0.01770,26,-3.0614,0,-9.1308,21,-3.3925,264,0.40346,16,-3.7483,11,-4.2369
ENSG00000115365,LANCL1,3,-4.9937,91,-0.2836,87,-0.3504,16,-3.0027,22,-2.4116,351,2.03819,456,2.60201,36,-1.6968,11,-3.3819,114,0.06086
ENSG00000144451,SPAG16,229,1.93640,42,-0.8774,66,-0.2029,26,-1.7198,18,-2.1372,113,0.66976,113,0.66733,50,-0.6137,44,-0.8240,97,0.40759
ENSG00000115414,FN1,3,-5.6457,8,-4.4552,221,0.40123,45,-2.1251,426,1.53868,19,-3.2605,29,-2.6500,11,-3.9750,1077,3.71663,5,-5.0964
ENSG00000079246,XRCC5,3,-4.3100,151,1.32765,80,0.26226,35,-1.1003,87,0.40048,38,-0.8834,135,1.13015,19,-1.8838,89,0.43498,75,0.15639
ENSG00000197756,RPL37A,617,-2.7337,922,-2.1428,1839,-1.1152,1303,-1.7358,3028,-0.3520,4775,0.37188,4476,0.26679,7441,1.11985,6575,0.90554,9397,1.54144
ENSG00000115461,IGFBP5,339,1.33448,121,-0.3668,38,-2.0964,4,-5.3525,266,0.90768,26,-2.6718,328,1.27622,253,0.82224,142,-0.1212,161,0.07897
ENSG00000163466,ARPC2,269,1.52922,158,0.60013,116,0.09829,45,-1.4535,200,1.00283,103,-0.0856,100,-0.1374,40,-1.5209,77,-0.5426,46,-1.3269
ENSG00000127837,AAMP,3,-3.7874,38,-0.3585,89,1.03077,21,-1.3134,129,1.70676,37,-0.3730,82,0.90517,33,-0.5421,22,-1.1604,45,-0.0853
ENSG00000127838,PNKD,3,-4.7904,227,1.46594,190,1.14559,71,-0.4991,14,-2.8855,208,1.30345,120,0.37799,17,-2.5687,53,-0.9014,72,-0.4273
ENSG00000135926,TMBIM1,3,-4.5757,15,-2.5692,154,1.03337,32,-1.5432,73,-0.1786,235,1.80614,206,1.55402,6,-3.7531,46,-0.8966,102,0.34794
ENSG00000144579,CTDSP1,3,-3.9928,3,-4.2100,101,1.01564,21,-1.5402,122,1.34091,47,-0.2301,50,-0.1436,16,-1.8101,138,1.56195,78,0.57770
ENSG00000171450,CDK5R2,3,-3.8691,356,4.15536,28,-0.8765,62,0.38746,1,-4.8868,0,-7.4767,0,-6.5688,26,-1.0272,0,-7.0365,12,-2.0688
ENSG00000144567,RETREG2,211,0.87887,312,1.57290,83,-0.6234,65,-1.0608,80,-0.6767,110,-0.1824,233,1.04429,39,-1.7592,105,-0.2616,56,-1.2026
ENSG00000198925,ATG9A,3,-3.5015,74,1.04847,41,0.10465,37,-0.0626,13,-1.6636,85,1.30904,97,1.55205,10,-1.9854,14,-1.5482,14,-1.5191
ENSG00000127824,TUBA4A,3,-4.0617,408,4.17351,104,0.98078,37,-0.7282,1,-5.0787,0,-7.6681,4,-3.6963,6,-3.3090,20,-1.5603,8,-2.8541
ENSG00000135924,DNAJB2,31,-3.1905,297,0.21361,86,-1.6873,91,-1.7082,291,0.17910,765,1.86680,470,0.97631,90,-1.6125,195,-0.4509,453,0.91099
ENSG00000054356,PTPRN,3,-5.5382,1223,4.51125,62,-1.4535,210,0.49816,1,-6.5524,0,-9.1396,0,-8.2323,30,-2.4862,0,-7.8538,15,-3.4556
ENSG00000123989,CHPF,3,-3.9571,144,1.65259,137,1.56534,47,-0.2570,45,-0.2947,21,-1.4113,89,0.79917,14,-2.0671,16,-1.8559,35,-0.6674
ENSG00000114923,SLC4A3,3,-3.3019,150,2.73858,61,0.97452,59,1.05614,1,-4.3223,0,-6.9142,28,-0.2872,1,-5.1648,0,-6.4206,9,-2.0278
ENSG00000123983,ACSL3,3,-4.6452,272,2.01010,144,0.83960,45,-1.0728,94,0.14853,7,-3.6665,200,1.42138,29,-1.6567,81,-0.0995,25,-1.8732
ENSG00000171951,SCG2,3,-4.1526,371,3.58646,116,1.04536,23,-1.5609,1,-5.1782,0,-7.7675,43,-0.5582,47,-0.4244,45,-0.4745,2,-4.5386
ENSG00000135919,SERPINE2,3,-4.8351,186,1.05248,628,3.79122,76,-0.4234,1,-5.8503,0,-8.3909,41,-1.3165,5,-4.3629,39,-1.3942,21,-2.3033
ENSG00000168958,MFF,421,2.36994,106,-0.0916,108,-0.0608,41,-1.6392,142,0.37916,59,-0.9957,200,0.95397,35,-1.7650,10,-3.5767,70,-0.7169
ENSG00000187957,DNER,202,0.08269,435,1.37314,248,0.41230,54,-2.0389,63,-1.7030,225,0.25492,504,1.64745,37,-2.4619,145,-0.4400,144,-0.4475
ENSG00000153827,TRIP12,214,2.30851,81,0.52446,54,-0.1211,21,-1.6764,2,-4.7108,114,1.10438,42,-0.5163,13,-2.2244,42,-0.5197,39,-0.6094
ENSG00000135932,CAB39,3,-3.8130,95,1.11359,52,0.12909,31,-0.7566,1,-4.8311,130,1.68828,28,-0.8374,35,-0.4925,47,-0.0302,77,0.75564
ENSG00000135916,ITM2C,313,-0.3209,345,-0.1695,1700,2.74962,484,0.41931,129,-1.6569,90,-2.1953,283,-0.4770,70,-2.5672,210,-0.9297,115,-1.8266
ENSG00000204128,C2orf72,3,-3.1564,14,-1.2144,76,1.52669,36,0.27873,1,-4.1772,44,0.58748,82,1.67532,2,-3.5675,0,-5.5775,41,0.48690
ENSG00000173692,PSMD1,3,-4.4993,310,2.49803,49,-0.6993,66,-0.2715,17,-2.2692,151,1.09614,101,0.41809,31,-1.4084,3,-4.5518,56,-0.4950
ENSG00000115053,NCL,381,0.68900,264,0.09180,177,-0.5345,84,-1.7661,188,-0.4416,245,-0.0246,332,0.46070,300,0.29721,343,0.51726,344,0.51797
ENSG00000187514,PTMA,3279,1.04027,656,-1.4991,675,-1.4565,291,-2.8274,2322,0.45824,2727,0.72554,2708,0.71379,1333,-0.4237,2250,0.40674,2686,0.69975
ENSG00000115468,EFHD1,185,-0.4426,30,-3.1167,141,-0.8634,36,-2.9911,19,-3.7938,854,2.20085,740,1.90895,104,-1.3172,216,-0.2027,344,0.54249
ENSG00000182600,SNORC,90,-1.4703,64,-1.9599,234,-0.0109,71,-1.9226,103,-1.2606,173,-0.4777,988,2.62262,346,0.62487,140,-0.8041,307,0.42666
ENSG00000157985,AGAP1,3,-4.1514,22,-1.5492,42,-0.5731,30,-1.1510,2,-4.9481,188,1.95095,78,0.40067,103,0.85816,92,0.66429,80,0.42671
ENSG00000198612,COPS8,3,-3.8361,141,1.81320,117,1.46822,37,-0.4517,1,-4.8528,82,0.84071,63,0.39191,20,-1.3751,20,-1.3458,16,-1.6824
ENSG00000132329,RAMP1,299,1.22149,189,0.44452,417,1.84094,82,-0.9409,126,-0.2008,20,-2.9598,227,0.74962,63,-1.2523,30,-2.3418,43,-1.8318
ENSG00000144485,HES6,3,-3.6573,18,-1.3337,72,0.82286,28,-0.7185,35,-0.3162,1,-5.2131,157,2.28302,11,-2.0185,73,0.84802,49,0.20979
ENSG00000130414,NDUFA10,3,-4.0839,163,1.76627,64,0.14497,30,-1.1131,2,-4.5390,171,1.85569,118,1.17172,8,-2.8650,17,-1.8588,34,-0.8279
ENSG00000172428,COPS9,971,1.21724,342,-0.4896,681,0.60933,318,-0.6522,432,-0.1236,430,-0.1324,529,0.19782,249,-0.9708,367,-0.3794,505,0.12174
