Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000142751,GPN2,9,-0.9519,12,-0.6704,10,-0.8517,9,-1.0388,16,-0.1899,32,0.94017,20,0.23349,26,0.62322,24,0.57847
ENSG00000090273,NUDC,100,-0.5041,147,0.11411,142,0.04407,157,0.19918,124,-0.1654,131,-0.0810,159,0.22016,136,-0.0203,138,-0.0032
ENSG00000253368,TRNP1,26,-1.3850,78,0.32487,52,-0.3270,43,-0.6457,30,-1.1814,61,-0.0891,78,0.29366,151,1.42294,58,-0.1936
ENSG00000090020,SLC9A1,2,-3.2372,17,-0.6436,9,-1.4987,5,-2.3790,16,-0.6886,55,1.34284,43,0.89421,43,0.90568,32,0.48057
ENSG00000142784,WDTC1,4,-2.9208,36,0.25791,37,0.28007,29,-0.0760,32,0.04516,23,-0.4425,36,0.26814,32,0.07612,37,0.32023
ENSG00000186501,TMEM222,102,0.43834,77,0.00511,66,-0.2564,59,-0.4250,57,-0.4672,107,0.52298,88,0.20025,79,0.04316,69,-0.1989
ENSG00000158195,WASF2,71,1.36380,16,-1.0711,35,0.17150,66,1.23223,87,1.74178,7,-2.0972,7,-2.2367,18,-0.8370,10,-1.7753
ENSG00000126705,AHDC1,23,-0.8707,35,-0.2408,29,-0.5470,19,-1.1321,53,0.40334,62,0.68111,69,0.86233,33,-0.3156,45,0.16069
ENSG00000126709,IFI6,280,-0.0177,244,-0.2551,200,-0.5407,103,-1.5363,493,0.91045,522,1.00693,601,1.25541,346,0.32268,40,-3.0554
ENSG00000117758,STX12,103,0.25434,69,-0.4099,61,-0.5709,62,-0.5482,139,0.74410,99,0.19231,122,0.52893,117,0.46371,63,-0.5756
ENSG00000117751,PPP1R8,24,-0.1512,18,-0.6118,14,-0.9098,30,0.23084,42,0.76695,33,0.36411,21,-0.2973,20,-0.3805,33,0.41724
ENSG00000117748,RPA2,41,-0.3279,38,-0.5082,28,-0.9292,35,-0.5778,52,0.03301,45,-0.2043,73,0.58862,51,-0.0081,80,0.83979
ENSG00000126698,DNAJC8,131,0.09840,118,-0.0741,102,-0.2977,104,-0.2613,154,0.36309,131,0.09533,129,0.08113,111,-0.1619,128,0.06451
ENSG00000130770,ATP5IF1,367,-0.5792,586,0.17012,453,-0.2564,300,-0.8898,258,-1.1152,264,-1.0798,832,0.72615,849,0.76083,682,0.44828
ENSG00000180098,TRNAU1AP,10,-0.6159,14,-0.0717,16,0.18202,15,0.07948,23,0.69823,11,-0.3743,18,0.31317,16,0.09938,12,-0.3523
ENSG00000120656,TAF12,9,-0.6171,14,0.12502,13,-0.0316,13,-0.0409,19,0.55961,14,0.11005,17,0.35029,16,0.25930,9,-0.7018
ENSG00000198492,YTHDF2,41,-0.7240,44,-0.6766,38,-0.8323,18,-1.9324,82,0.35169,125,1.05761,98,0.64249,82,0.34125,76,0.25180
ENSG00000116350,SRSF4,32,-0.2949,29,-0.4539,29,-0.4228,36,-0.0836,48,0.37777,46,0.31262,44,0.24162,46,0.28499,40,0.07422
ENSG00000116353,MECR,21,-0.6844,30,-0.1569,31,-0.0671,22,-0.5894,32,-0.0181,33,0.04203,46,0.56788,39,0.27665,37,0.21821
ENSG00000162511,LAPTM5,101,1.26995,36,-0.4727,51,0.12199,116,1.51800,44,-0.1038,17,-1.5654,15,-1.6922,26,-0.8846,38,-0.3588
ENSG00000162512,SDC3,168,0.07728,128,-0.3802,159,-0.0083,165,0.04831,121,-0.4341,228,0.56897,154,-0.0578,129,-0.3374,190,0.30581
ENSG00000134644,PUM1,67,-0.7498,73,-0.6860,58,-0.9731,56,-1.0230,185,0.85235,242,1.32733,132,0.29411,104,-0.0808,107,-0.0372
ENSG00000060688,SNRNP40,43,1.74427,13,-0.2252,11,-0.4515,11,-0.4308,20,0.42543,5,-1.7074,16,0.05435,17,0.17463,9,-0.8684
ENSG00000121766,ZCCHC17,95,-0.4180,105,-0.2745,104,-0.2693,66,-0.9721,156,0.37626,162,0.43540,154,0.35730,100,-0.3361,156,0.41929
ENSG00000121769,FABP3,124,-0.2599,159,0.15047,98,-0.6125,57,-1.4454,65,-1.2504,200,0.50857,256,0.91996,181,0.34618,154,0.09200
ENSG00000162517,PEF1,74,-0.0875,76,-0.0557,60,-0.4183,43,-0.9224,54,-0.5753,67,-0.2634,133,0.85328,76,-0.0536,103,0.48647
ENSG00000084636,COL16A1,37,0.51729,24,-0.2026,28,0.08389,35,0.40399,44,0.80387,22,-0.3215,21,-0.4027,18,-0.5999,21,-0.3861
ENSG00000121753,ADGRB2,119,-1.0214,283,0.36027,173,-0.4566,98,-1.3211,167,-0.5052,247,0.10097,391,0.86036,219,-0.0834,283,0.36178
ENSG00000184007,PTP4A2,105,-0.6658,113,-0.6087,130,-0.3442,291,0.97035,436,1.69720,165,0.03741,118,-0.4927,107,-0.6404,99,-0.8159
ENSG00000121774,KHDRBS1,130,0.34335,78,-0.5170,82,-0.3885,73,-0.5720,85,-0.3263,113,0.11839,117,0.16384,114,0.13263,143,0.56702
ENSG00000025800,KPNA6,29,-0.8136,33,-0.6263,20,-1.3614,27,-0.9039,91,1.02562,78,0.75953,59,0.29891,43,-0.1836,61,0.40818
ENSG00000084652,TXLNA,18,-0.2820,23,0.08338,17,-0.3929,12,-0.8693,39,0.90813,37,0.83546,17,-0.4069,21,-0.0486,17,-0.4128
ENSG00000160050,CCDC28B,28,0.66993,19,0.10544,22,0.32440,22,0.29844,7,-1.3253,11,-0.6899,12,-0.6285,26,0.60240,16,-0.2256
ENSG00000084623,EIF3I,83,-0.3849,106,-0.0078,82,-0.4117,65,-0.7514,115,0.12407,152,0.57470,115,0.12519,121,0.20946,112,0.09653
ENSG00000175130,MARCKSL1,106,-0.8189,96,-1.0365,301,0.84254,419,1.42615,497,1.74273,119,-0.6353,35,-2.4461,145,-0.3382,81,-1.3111
ENSG00000160058,BSDC1,34,-0.8453,53,-0.1911,57,-0.0683,40,-0.6014,78,0.43304,72,0.31159,71,0.29526,76,0.40102,59,-0.0163
ENSG00000176261,ZBTB8OS,43,0.14230,40,0.03407,38,-0.0478,31,-0.3848,32,-0.3177,42,0.11433,48,0.31383,32,-0.3156,43,0.16110
ENSG00000162521,RBBP4,72,0.08793,48,-0.6003,64,-0.1025,56,-0.3044,95,0.52049,77,0.18070,75,0.14816,80,0.24006,69,0.01463
ENSG00000162522,KIAA1522,7,-1.3923,33,1.11910,16,-0.1940,9,-1.0274,3,-2.4974,10,-0.8586,16,-0.2294,22,0.30921,25,0.60107
ENSG00000134684,YARS,64,-0.4449,72,-0.3048,60,-0.5419,50,-0.8386,53,-0.7451,116,0.48281,148,0.89422,136,0.74898,86,0.00514
ENSG00000160097,FNDC5,11,-0.5622,19,0.18835,4,-1.9030,10,-0.7851,11,-0.6640,8,-1.0466,11,-0.5737,62,2.29035,14,-0.2586
ENSG00000121905,HPCA,109,-1.1503,251,0.15319,138,-0.7918,107,-1.1716,143,-0.7405,315,0.50546,305,0.45372,166,-0.5096,373,0.91133
ENSG00000121900,TMEM54,31,-0.4231,48,0.30700,52,0.41123,64,0.75214,38,-0.1074,36,-0.1811,41,0.00794,35,-0.2317,26,-0.7375
ENSG00000116514,RNF19B,25,0.41470,15,-0.3662,18,-0.0777,16,-0.2429,17,-0.2156,19,-0.0223,24,0.33859,19,-0.0288,21,0.17354
ENSG00000004455,AK2,41,0.81430,14,-0.8957,23,-0.0776,35,0.57793,42,0.87053,13,-1.0062,16,-0.6490,31,0.37482,20,-0.3259
ENSG00000142920,AZIN2,2,-2.9832,24,0.33864,12,-0.7942,11,-0.8425,22,0.20238,24,0.30226,18,-0.1065,47,1.44858,16,-0.3502
ENSG00000160094,ZNF362,28,0.72181,13,-0.5522,19,0.09032,17,-0.0277,11,-0.7210,21,0.27949,13,-0.4572,24,0.48926,18,0.02918
ENSG00000134686,PHC2,74,0.28436,43,-0.6109,63,0.03770,44,-0.5156,76,0.32679,78,0.38726,73,0.27510,60,-0.0324,62,8.31555
ENSG00000163866,SMIM12,57,0.25461,47,-0.0321,35,-0.5179,27,-0.9117,46,-0.0857,46,-0.0903,64,0.44024,64,0.44482,50,0.05798
ENSG00000116544,DLGAP3,44,-0.4333,93,0.85829,49,-0.2639,45,-0.3989,20,-1.6045,38,-0.6712,48,-0.3147,42,-0.4989,86,0.69879
ENSG00000163867,ZMYM6,19,0.50745,8,-0.8459,13,-0.0315,15,0.16588,9,-0.6540,15,0.18473,15,0.16376,13,-0.0317,17,0.37627
ENSG00000116560,SFPQ,105,-0.1205,80,-0.6027,105,-0.1268,124,0.13653,144,0.37879,118,0.05092,114,-0.0004,129,0.19979,127,0.19086
ENSG00000146463,ZMYM4,58,0.88817,36,0.11812,21,-0.6954,43,0.40678,31,-0.1416,29,-0.2029,33,-0.0150,24,-0.5076,29,-0.2715
ENSG00000142687,KIAA0319L,33,-0.7074,40,-0.4752,24,-1.1997,44,-0.2617,68,0.40387,78,0.64602,60,0.21115,97,1.00622,47,-0.1947
ENSG00000020129,NCDN,323,-0.7146,435,-0.2817,267,-1.0070,170,-1.6787,243,-1.1463,311,-0.7753,879,0.88522,640,0.35737,965,1.22862
ENSG00000126067,PSMB2,85,-0.3596,75,-0.5980,67,-0.7205,58,-0.9268,116,0.13090,179,0.84655,160,0.65602,121,0.20363,119,0.18791
ENSG00000142686,C1orf216,42,-1.0039,100,0.40691,43,-0.9367,30,-1.4889,73,-0.1421,91,0.20945,105,0.43369,68,-0.2571,114,0.64539
ENSG00000092847,AGO1,10,-1.2277,25,0.18707,18,-0.3501,18,-0.3766,40,0.93618,25,0.19029,15,-0.5982,18,-0.3364,27,0.29736
ENSG00000126070,AGO3,1,-3.2067,2,-2.2079,15,0.43664,23,1.17201,21,1.03579,21,0.99191,14,0.31610,9,-0.3300,7,-0.7064
ENSG00000116863,ADPRHL2,3,-2.8887,13,-0.6614,11,-0.8507,17,-0.2500,26,0.41562,34,0.83152,34,0.83006,38,1.04870,16,-0.4219
ENSG00000054116,TRAPPC3,42,-0.2773,52,0.05868,25,-1.0253,31,-0.7160,27,-0.9451,62,0.34094,54,0.13082,85,0.87858,59,0.30872
ENSG00000116871,MAP7D1,104,-0.9503,201,0.08218,198,0.05067,133,-0.5777,170,-0.1928,141,-0.4850,209,0.13281,190,-0.0209,283,0.72064
ENSG00000054118,THRAP3,40,-0.1345,40,-0.1737,40,-0.1422,34,-0.4234,87,1.12312,60,0.48871,42,-0.0590,28,-0.6815,37,-0.3182
ENSG00000196182,STK40,36,1.05742,17,-0.2028,23,0.30751,10,-0.9795,32,0.88580,13,-0.5532,13,-0.5459,17,-0.1251,14,-0.4531
ENSG00000181817,LSM10,51,0.11565,53,0.18519,31,-0.6526,37,-0.3825,33,-0.5741,37,-0.3777,61,0.39823,67,0.54764,50,0.08849
ENSG00000116885,OSCP1,1,-3.7589,8,-1.2698,16,-0.1708,15,-0.2374,16,-0.2042,21,0.22643,33,0.97435,20,0.13661,30,0.95196
ENSG00000116898,MRPS15,38,-0.5354,82,0.76951,48,-0.1857,47,-0.2266,26,-1.1066,48,-0.1703,64,0.27678,64,0.26877,47,-0.2267
ENSG00000163873,GRIK3,0,-5.3014,13,-0.7977,8,-1.4810,2,-3.5109,45,1.20536,112,3.09714,1,-4.5073,42,1.07892,1,-4.0156
ENSG00000163875,MEAF6,67,-0.4776,90,-0.0130,80,-0.2036,35,-1.4389,96,0.08300,126,0.53251,114,0.36169,92,0.01978,104,0.24974
ENSG00000134697,GNL2,23,0.61551,8,-1.0802,11,-0.5708,13,-0.2618,8,-0.9240,25,0.76595,24,0.67746,19,0.29136,16,0.07488
ENSG00000116922,C1orf109,18,0.38167,9,-0.7664,4,-1.7691,5,-1.6104,13,-0.1220,14,0.00295,17,0.30312,20,0.57097,23,0.91007
ENSG00000183317,EPHA10,17,-0.1383,15,-0.3772,8,-1.1749,7,-1.3727,1,-3.6557,18,-0.0345,20,0.13862,15,-0.3005,43,1.70385
ENSG00000185090,MANEAL,17,-0.9056,17,-0.9555,22,-0.4866,15,-1.0818,18,-0.8062,26,-0.2469,55,0.95423,77,1.53918,36,0.30574
ENSG00000196449,YRDC,17,0.03345,12,-0.5313,7,-1.3628,12,-0.5596,18,0.04072,25,0.61108,20,0.26595,26,0.67991,19,0.18550
ENSG00000197982,C1orf122,220,-0.0870,216,-0.1261,324,0.53811,418,0.96522,298,0.40230,138,-0.8044,192,-0.2990,200,-0.2372,166,-0.5677
ENSG00000183431,SF3A3,37,0.07482,33,-0.1471,28,-0.3588,23,-0.6894,42,0.26064,29,-0.3066,45,0.37471,37,0.05145,42,0.31335
ENSG00000183520,UTP11,21,-0.5854,29,-0.1258,19,-0.7747,15,-1.1221,27,-0.2012,35,0.20779,39,0.34579,39,0.36286,44,0.65280
ENSG00000116954,RRAGC,39,-0.0298,26,-0.6939,24,-0.7789,33,-0.2841,29,-0.4634,45,0.21112,57,0.58231,61,0.70668,47,0.31978
ENSG00000174574,AKIRIN1,77,-0.3138,96,0.04244,55,-0.8170,43,-1.1856,97,0.04929,77,-0.3015,146,0.71838,88,-0.1027,128,0.57094
ENSG00000168653,NDUFS5,709,0.06908,796,0.28773,638,-0.0980,568,-0.2805,479,-0.5435,474,-0.5602,714,0.08180,917,0.48543,686,0.02037
ENSG00000127603,MACF1,125,0.37824,80,-0.3735,70,-0.5500,111,0.17449,159,0.76632,128,0.40921,76,-0.4111,82,-0.2942,90,-0.1664
ENSG00000090621,PABPC4,66,0.24982,52,-0.1624,48,-0.2567,75,0.44313,103,0.97166,62,0.13565,32,-0.8596,54,-0.0629,40,-0.5903
ENSG00000116983,HPCAL4,130,-1.4609,432,0.44424,255,-0.4447,213,-0.7231,269,-0.3619,354,0.07155,365,0.12071,276,-0.3226,499,0.71912
ENSG00000084072,PPIE,31,0.12467,23,-0.4013,34,0.28067,23,-0.3516,30,0.04867,36,0.33967,42,0.59978,36,0.34909,20,-0.6239
ENSG00000168389,MFSD2A,65,2.03410,5,-2.2039,21,0.07550,18,-0.1676,29,0.57295,12,-0.8016,13,-0.6666,5,-1.9854,24,0.33296
ENSG00000131236,CAP1,249,0.76773,114,-0.5259,101,-0.6612,112,-0.5138,187,0.29630,130,-0.2816,226,0.60979,120,-0.4066,178,0.24065
ENSG00000131238,PPT1,83,-0.3804,100,-0.0969,56,-0.9659,95,-0.1664,83,-0.3851,97,-0.1400,116,0.14396,167,0.74144,133,0.41898
ENSG00000084073,ZMPSTE24,29,0.11867,14,-0.9914,20,-0.4149,27,0.05628,47,0.91802,40,0.65582,41,0.71765,13,-1.1171,23,-0.2521
ENSG00000049089,COL9A2,5,-1.8344,9,-1.0622,24,0.57591,38,1.32001,81,2.87946,11,-0.7091,2,-2.8128,2,-2.6737,3,-2.5727
ENSG00000084070,SMAP2,73,-0.7128,122,0.10927,78,-0.6021,40,-1.6197,86,-0.4575,186,0.78131,165,0.58477,132,0.21686,131,0.22994
ENSG00000117016,RIMS3,22,-1.3558,67,0.42765,39,-0.4672,20,-1.4471,46,-0.2181,104,1.11992,53,-0.0117,66,0.34157,49,-0.1273
ENSG00000066136,NFYC,17,-0.7528,15,-0.9936,15,-1.0063,27,-0.0848,20,-0.5202,55,1.09151,33,0.23024,40,0.53321,37,0.48912
ENSG00000171793,CTPS1,2,-2.8939,9,-0.6597,9,-0.6138,6,-1.2595,9,-0.6631,15,0.19945,22,0.80104,21,0.70320,24,1.02360
ENSG00000127124,HIVEP3,4,-2.0585,16,-0.0520,15,-0.1209,9,-0.8483,31,1.02869,25,0.66683,28,0.83687,21,0.33815,8,-1.1161
ENSG00000198815,FOXJ3,14,-1.8113,35,-0.5565,17,-1.5412,30,-0.7216,50,0.06294,89,1.01933,82,0.86114,39,-0.3280,69,0.66105
ENSG00000177181,RIMKLA,21,-0.6862,37,0.22769,10,-1.7699,10,-1.7532,17,-0.9829,61,1.02027,34,0.05574,66,1.14166,34,0.04035
ENSG00000127125,PPCS,64,0.15747,51,-0.2193,65,0.17583,50,-0.2441,64,0.15072,48,-0.2900,74,0.39238,45,-0.3801,63,0.14374
ENSG00000171960,PPIH,27,0.90366,15,-0.0500,10,-0.6650,6,-1.2614,18,0.23475,9,-0.8139,21,0.46458,16,0.03109,16,0.10830
ENSG00000065978,YBX1,388,2.37525,68,-0.6996,108,0.08373,133,0.41744,131,0.38287,44,-1.2859,42,-1.3790,77,-0.4545,36,-1.6854
ENSG00000164008,C1orf50,17,-0.3634,23,0.07740,28,0.39633,19,-0.1978,26,0.29768,28,0.39381,24,0.15711,23,0.06863,14,-0.6962
ENSG00000177868,SVBP,61,0.66616,30,-0.5086,63,0.71176,18,-1.2239,35,-0.2276,24,-0.7990,41,0.02184,70,0.90433,36,-0.1871
ENSG00000117394,SLC2A1,451,3.71091,32,-1.3245,39,-0.9238,43,-0.7971,67,-0.1169,21,-1.8513,25,-1.6110,31,-1.2883,25,-1.6863
ENSG00000117395,EBNA1BP2,64,-0.3664,94,0.28366,65,-0.3256,44,-0.9278,55,-0.5835,55,-0.6010,129,0.76806,104,0.40979,90,0.20636
ENSG00000179178,TMEM125,0,-4.5403,1,-3.7680,14,0.20819,30,1.47261,87,4.00355,0,-4.2537,3,-1.9795,1,-3.2147,0,-6.5867
ENSG00000066322,ELOVL1,16,-0.9668,7,-2.1652,30,-0.0034,61,1.16189,186,3.62243,6,-2.2587,8,-1.9594,4,-2.9884,3,-3.3934
ENSG00000159479,MED8,27,0.39224,26,0.35160,11,-1.0002,8,-1.4685,17,-0.3714,28,0.40512,25,0.25853,36,0.84678,15,-0.5395
ENSG00000178922,HYI,56,2.09014,14,-0.3342,26,0.71873,23,0.50863,16,-0.0698,5,-1.6905,4,-2.0286,14,-0.2501,6,-1.6267
ENSG00000142949,PTPRF,85,-0.6179,106,-0.3060,92,-0.4864,93,-0.4811,95,-0.4488,136,0.11639,226,0.95771,99,-0.3756,176,0.60595
ENSG00000066135,KDM4A,9,-0.5613,8,-0.7896,11,-0.3427,11,-0.3739,24,0.88809,12,-0.1624,19,0.51432,8,-0.7462,20,0.64935
ENSG00000126091,ST3GAL3,28,-0.4031,36,0.01758,31,-0.2229,20,-0.9237,24,-0.5998,37,0.06035,31,-0.2267,60,0.82095,46,0.44192
ENSG00000117408,IPO13,34,-0.8440,63,0.11604,80,0.47982,61,0.05627,65,0.14765,68,0.20875,50,-0.2642,35,-0.7895,66,0.18512
ENSG00000117410,ATP6V0B,248,-0.9535,370,-0.3732,219,-1.1411,251,-0.9361,416,-0.1575,595,0.41746,816,0.94377,643,0.54267,563,0.36780
ENSG00000117411,B4GALT2,24,-1.4639,91,0.63331,80,0.34770,63,-0.0253,55,-0.2507,59,-0.1243,53,-0.2946,61,-0.0692,64,0.00529
ENSG00000159214,CCDC24,7,-1.2011,15,-0.1155,17,0.11209,10,-0.7310,19,0.25936,17,0.06174,22,0.49261,20,0.37741,17,0.11552
ENSG00000178028,DMAP1,43,-0.1175,35,-0.4766,46,0.00190,40,-0.2337,37,-0.3271,79,0.87255,65,0.53759,53,0.20650,38,-0.3358
ENSG00000117419,ERI3,177,-0.1209,205,0.12181,149,-0.3924,135,-0.5385,144,-0.4468,240,0.36004,274,0.57762,208,0.12995,185,-0.0643
ENSG00000187147,RNF220,60,-0.7441,89,-0.1601,110,0.18218,71,-0.4945,142,0.60637,100,0.03033,110,0.19186,146,0.65434,79,-0.3747
ENSG00000126106,TMEM53,6,-1.3336,10,-0.5636,15,0.14978,17,0.25891,3,-2.3779,9,-0.6371,14,-0.0493,22,0.69316,25,1.06792
ENSG00000142937,RPS8,2651,1.52381,761,-0.5945,1126,0.06819,1718,0.75841,1305,0.30469,529,-1.1000,639,-0.8127,752,-0.5640,813,-0.4843
ENSG00000070785,EIF2B3,12,-1.0918,23,-0.1749,21,-0.2779,20,-0.3761,23,-0.1146,20,-0.3867,46,0.99871,30,0.27849,29,0.28161
ENSG00000126107,HECTD3,14,-0.3476,16,-0.1337,9,-1.0391,8,-1.2373,24,0.50795,51,1.80904,14,-0.3466,13,-0.4030,14,-0.3967
ENSG00000126088,UROD,59,-0.2993,73,0.04410,58,-0.3227,54,-0.4335,84,0.27167,85,0.28448,92,0.42159,81,0.21272,61,-0.2526
ENSG00000117450,PRDX1,391,0.55035,238,-0.2696,234,-0.2724,361,0.41793,352,0.37530,283,0.02614,237,-0.2495,255,-0.1365,236,-0.2868
ENSG00000117448,AKR1A1,66,0.45048,34,-0.6437,51,0.03702,41,-0.3135,45,-0.1640,54,0.11911,74,0.62025,50,-0.0056,51,0.02110
ENSG00000132780,NASP,24,-0.0505,16,-0.7005,20,-0.3598,34,0.51338,58,1.41081,19,-0.3822,22,-0.2249,17,-0.5404,23,-0.1176
ENSG00000159592,GPBP1L1,47,1.09645,13,-1.0149,21,-0.1846,27,0.16856,30,0.34718,24,0.03740,23,-0.0358,23,-0.0739,21,-0.2084
ENSG00000159596,TMEM69,17,0.33036,12,-0.2589,9,-0.7030,11,-0.3994,9,-0.5801,14,0.08085,8,-0.7140,19,0.51532,20,0.67945
ENSG00000086015,MAST2,18,-0.4614,18,-0.5436,28,0.21024,28,0.19494,30,0.34263,21,-0.2060,31,0.38855,41,0.84524,18,-0.5316
ENSG00000117461,PIK3R3,21,0.60465,9,-0.7767,13,-0.1376,11,-0.4157,7,-1.0168,5,-1.4467,14,-0.0930,44,1.90077,13,-0.2218
ENSG00000085998,POMGNT1,50,0.02736,44,-0.1843,49,-0.0108,39,-0.3572,54,0.14810,40,-0.3311,66,0.47611,56,0.22112,49,-0.0047
ENSG00000132128,LRRC41,26,-0.9573,33,-0.6988,26,-1.0053,29,-0.7894,42,-0.2490,55,0.15805,58,0.26787,71,0.58500,85,1.03286
ENSG00000173660,UQCRH,436,-0.4230,596,0.07734,487,-0.2499,369,-0.6784,422,-0.4738,448,-0.3805,709,0.34770,899,0.73984,659,0.25661
ENSG00000117480,FAAH,10,-1.5296,21,-0.4770,12,-1.2583,32,0.19428,40,0.56541,15,-0.9166,48,0.84089,28,-0.0143,41,0.69700
ENSG00000079277,MKNK1,10,-0.9209,12,-0.6991,8,-1.2305,18,-0.0603,19,0.03190,24,0.39654,24,0.41325,15,-0.3319,31,0.95346
ENSG00000123472,ATPAF1,95,-0.3481,126,0.10345,128,0.11715,115,-0.0536,135,0.20087,97,-0.3186,126,0.09340,164,0.51357,98,-0.3319
ENSG00000159658,EFCAB14,114,1.43463,19,-1.5304,49,0.02023,68,0.54723,98,1.15632,35,-0.5168,26,-0.9225,32,-0.6428,37,-0.4692
ENSG00000186377,CYP4X1,24,0.26432,10,-1.0686,3,-2.5510,2,-2.9625,14,-0.5199,17,-0.2267,31,0.70062,30,0.62737,39,1.27685
ENSG00000162368,CMPK1,112,0.33304,83,-0.1563,67,-0.4580,62,-0.5839,128,0.55421,105,0.23243,109,0.29755,124,0.50307,62,-0.6410
ENSG00000162373,BEND5,21,-0.1442,27,0.25952,13,-0.8487,7,-1.6879,18,-0.4142,47,1.13991,50,1.22831,12,-0.9560,17,-0.5101
ENSG00000162374,ELAVL4,36,-1.8477,96,-0.4406,52,-1.3317,27,-2.3078,137,0.16514,406,2.08272,225,0.98257,120,-0.0545,84,-0.6633
ENSG00000185104,FAF1,29,-0.0572,28,-0.1189,35,0.25370,21,-0.5543,25,-0.2893,35,0.23231,48,0.73043,42,0.53422,20,-0.6693
ENSG00000123091,RNF11,270,-0.5395,423,0.18422,266,-0.5593,191,-1.0653,421,0.15897,663,0.90774,426,0.17891,393,0.04912,358,-0.1072
ENSG00000085832,EPS15,89,-0.5521,134,0.09513,95,-0.4544,96,-0.4332,141,0.16398,256,1.16318,140,0.15536,107,-0.2664,102,-0.3707
ENSG00000117859,OSBPL9,17,0.23873,5,-1.5682,7,-0.9897,14,-0.0620,27,1.04580,28,1.11640,3,-2.0347,31,1.24953,10,-0.6484
ENSG00000078618,NRDC,59,-0.2976,50,-0.5863,38,-0.9487,36,-1.0523,79,0.17699,116,0.80141,92,0.41331,85,0.28764,88,0.37978
ENSG00000169213,RAB3B,40,-1.9048,110,-0.4358,82,-0.8501,103,-0.4878,106,-0.4515,278,1.11755,39,-1.9558,249,0.92300,220,0.82747
ENSG00000117862,TXNDC12,24,-0.0881,20,-0.4284,22,-0.2341,15,-0.8142,19,-0.4734,26,0.03281,23,-0.1671,47,0.98993,33,0.44829
ENSG00000134717,BTF3L4,47,-0.6062,67,-0.0711,52,-0.4572,49,-0.5571,69,-0.0327,96,0.49925,87,0.33997,108,0.70713,64,-0.1523
ENSG00000157077,ZFYVE9,2,-3.5698,24,-0.0896,18,-0.4929,15,-0.7964,23,-0.1373,30,0.27335,31,0.31978,38,0.63931,37,0.66989
ENSG00000134748,PRPF38A,43,1.18322,10,-1.1401,20,-0.0928,37,0.91757,34,0.78624,20,-0.0329,15,-0.5372,11,-0.8875,14,-0.6130
ENSG00000134744,TUT4,21,0.44433,6,-1.4194,21,0.42989,35,1.28387,21,0.39382,14,-0.1650,9,-0.9100,20,0.35072,11,-0.6067
ENSG00000162377,COA7,17,-0.2243,18,-0.1238,15,-0.4333,9,-1.1576,14,-0.4477,31,0.72223,21,0.10267,10,-0.9758,31,0.84035
ENSG00000162378,ZYG11B,56,-1.4010,146,0.06490,65,-1.1835,57,-1.3824,163,0.24223,313,1.33949,181,0.41091,123,-0.2117,148,0.08960
ENSG00000116171,SCP2,187,1.47608,52,-0.6829,65,-0.2726,76,-0.0381,96,0.33706,78,0.00487,74,-0.0803,88,0.20465,44,-0.9606
ENSG00000162384,CZIB,64,0.38194,45,-0.2037,43,-0.2502,63,0.34100,54,0.10030,42,-0.3046,56,0.16120,36,-0.5478,55,0.13969
ENSG00000162385,MAGOH,40,0.51045,14,-1.2029,28,-0.0382,23,-0.3364,22,-0.3998,40,0.52023,38,0.40790,27,-0.0943,36,0.39792
ENSG00000157193,LRP8,26,-0.7715,20,-1.2180,24,-0.8599,28,-0.6716,71,0.82545,166,2.43123,12,-1.9016,76,0.93907,13,-1.8434
ENSG00000058799,YIPF1,26,0.36941,10,-1.2390,11,-0.8905,14,-0.6302,25,0.27472,14,-0.6065,34,0.82309,33,0.74467,26,0.37985
ENSG00000081870,HSPB11,70,0.66288,41,-0.2100,36,-0.3731,28,-0.7465,69,0.65117,10,-2.1950,57,0.32227,44,-0.0930,56,0.34632
ENSG00000116209,TMEM59,208,0.36371,104,-0.7860,139,-0.2808,152,-0.1425,236,0.56594,152,-0.1426,235,0.55990,233,0.55002,132,-0.3955
ENSG00000116221,MRPL37,38,-0.6219,53,-0.1456,66,0.22497,29,-1.0611,69,0.29486,63,0.16051,87,0.68636,70,0.32732,51,-0.2071
ENSG00000157216,SSBP3,50,-1.7002,161,0.07087,116,-0.4439,95,-0.7538,373,1.48906,237,0.69650,218,0.55356,60,-1.4334,114,-0.5207
ENSG00000243725,TTC4,11,-0.2024,12,-0.1450,5,-1.2538,9,-0.5249,15,0.22265,17,0.44756,15,0.29145,14,0.14417,15,0.29661
ENSG00000116133,DHCR24,97,-1.0411,134,-0.6098,72,-1.4948,77,-1.3994,261,0.50121,359,1.03639,393,1.19434,88,-1.1851,246,0.45281
ENSG00000162402,USP24,27,0.18039,19,-0.4325,16,-0.5959,28,0.22263,18,-0.4418,39,0.79512,26,0.13486,24,-0.0218,25,0.03306
