Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000123104,ITPR2,24,0.63079,13,-0.3587,26,0.77620,42,1.58080,19,0.29483,17,0.07124,1,-3.7629,3,-2.1698,9,-0.8709
ENSG00000111790,FGFR1OP2,60,-0.1291,54,-0.3260,52,-0.3478,48,-0.4904,84,0.40123,51,-0.3798,130,1.13765,38,-0.8514,74,0.21866
ENSG00000064115,TM7SF3,53,0.37346,23,-1.0306,38,-0.1634,23,-0.9199,55,0.43629,54,0.38538,64,0.68068,25,-0.7830,53,0.40428
ENSG00000152944,MED21,23,0.11429,14,-0.6497,16,-0.4238,18,-0.2203,25,0.25967,30,0.56435,26,0.33635,19,-0.1304,23,0.15441
ENSG00000211455,STK38L,18,-0.0633,12,-0.6656,7,-1.3492,14,-0.4578,19,0.02746,31,0.87361,24,0.41048,29,0.72560,18,-0.0414
ENSG00000110841,PPFIBP1,109,1.78730,30,-0.4385,16,-1.2679,16,-1.2709,43,0.19481,43,0.19523,41,0.11702,36,-0.1009,28,-0.5183
ENSG00000061794,MRPS35,31,-0.7969,40,-0.4337,41,-0.3737,36,-0.5700,61,0.26616,42,-0.3198,67,0.41709,69,0.46386,71,0.57735
ENSG00000087448,KLHL42,37,-0.8371,58,-0.1566,40,-0.7154,35,-0.8982,89,0.55659,103,0.79605,86,0.49508,94,0.63994,48,-0.4739
ENSG00000087494,PTHLH,2,-3.3241,19,0.05829,5,-1.9220,6,-1.7732,1,-3.5341,7,-1.4882,9,-1.1019,85,2.75078,27,0.64801
ENSG00000123106,CCDC91,69,-0.0149,53,-0.4637,64,-0.1303,73,0.08147,67,-0.0661,119,0.88280,67,-0.0621,80,0.21293,60,-0.2481
ENSG00000064763,FAR2,11,-0.7301,16,-0.1776,21,0.33824,3,-2.4535,16,-0.1252,14,-0.3270,31,0.93401,47,1.67441,8,-1.1931
ENSG00000087502,ERGIC2,80,0.83850,31,-0.7177,46,-0.0767,29,-0.7665,45,-0.1125,56,0.25158,66,0.50653,62,0.41569,41,-0.2877
ENSG00000133687,TMTC1,42,0.04994,31,-0.4570,23,-0.8580,17,-1.3231,20,-1.0833,66,0.81380,42,0.08435,69,0.88929,51,0.42208
ENSG00000133704,IPO8,28,0.59534,12,-0.8110,20,0.08826,25,0.43601,25,0.40973,23,0.25070,16,-0.3180,25,0.42605,13,-0.6404
ENSG00000110888,CAPRIN2,35,0.41310,17,-0.7932,18,-0.6468,15,-0.8560,30,0.15614,24,-0.1851,58,1.27790,29,0.09320,27,0.01901
ENSG00000170456,DENND5B,23,-1.0342,24,-1.0317,27,-0.7682,30,-0.6225,22,-1.0897,87,1.09969,42,-0.0995,81,0.97454,66,0.72032
ENSG00000151743,AMN1,44,-0.3921,44,-0.4437,32,-0.8719,31,-0.9385,43,-0.4307,86,0.66157,92,0.78742,71,0.35741,69,0.35201
ENSG00000151746,BICD1,31,0.30482,22,-0.2644,17,-0.6374,21,-0.2895,43,0.84226,53,1.19182,26,0.00552,22,-0.2137,12,-1.1801
ENSG00000139132,FGD4,16,-0.2025,12,-0.6660,22,0.33471,17,-0.0366,21,0.27580,22,0.35280,21,0.23457,13,-0.5283,20,0.21488
ENSG00000087470,DNM1L,83,-0.7174,94,-0.5784,74,-0.9044,61,-1.1883,166,0.36620,253,1.06925,214,0.78704,139,0.07452,138,0.08110
ENSG00000139131,YARS2,9,-0.5595,13,-0.0035,17,0.48489,5,-1.4061,7,-0.9580,15,0.21792,18,0.51232,18,0.57587,13,0.06094
ENSG00000139116,KIF21A,82,-1.1328,115,-0.6793,75,-1.2784,60,-1.6072,316,0.99951,481,1.76338,208,0.30085,174,0.01300,134,-0.4280
ENSG00000151229,SLC2A13,49,-1.1738,75,-0.5700,37,-1.5808,25,-2.1690,56,-0.9646,146,0.54192,156,0.65043,154,0.62686,189,1.13514
ENSG00000018236,CNTN1,111,-1.3114,216,-0.3310,141,-0.9569,116,-1.2490,387,0.63060,537,1.19407,457,0.91342,306,0.24663,197,-0.4858
ENSG00000015153,YAF2,56,-0.3393,67,-0.0585,41,-0.8078,34,-1.0774,99,0.55996,123,0.92528,84,0.30453,65,-0.1130,65,-0.1281
ENSG00000134283,PPHLN1,54,0.22900,37,-0.3903,34,-0.5104,15,-1.6612,43,-0.1227,71,0.67169,60,0.40030,26,-0.9108,68,0.70020
ENSG00000139168,ZCRB1,164,0.37108,113,-0.2378,127,-0.0375,169,0.41930,247,1.06046,108,-0.2853,107,-0.2978,74,-0.8632,103,-0.3964
ENSG00000139174,PRICKLE1,11,-1.4042,24,-0.2925,12,-1.2826,12,-1.2417,27,-0.0590,52,0.99480,53,1.05264,20,-0.5253,37,0.50271
ENSG00000151239,TWF1,19,-0.5089,19,-0.5103,35,0.47614,40,0.70200,41,0.75172,26,0.00898,22,-0.2201,18,-0.5772,23,-0.2230
ENSG00000184613,NELL2,77,-2.1880,227,-0.6275,100,-1.8075,66,-2.4230,170,-1.0156,454,0.52439,754,1.39885,163,-1.0735,686,1.46239
ENSG00000139218,SCAF11,72,1.05497,19,-1.1448,34,-0.1466,44,0.26393,78,1.20611,34,-0.1497,24,-0.6644,22,-0.8444,34,-0.1762
ENSG00000111371,SLC38A1,102,0.30770,42,-1.1541,48,-0.8540,80,-0.0707,62,-0.4755,143,0.86908,62,-0.4804,204,1.49089,70,-0.3111
ENSG00000134294,SLC38A2,101,0.24409,35,-1.4600,88,0.02670,67,-0.4090,199,1.38262,104,0.28959,91,0.07068,113,0.41523,61,-0.5924
ENSG00000005175,RPAP3,43,1.03228,17,-0.4587,5,-2.0850,12,-0.8928,41,0.97433,30,0.45766,24,0.10248,16,-0.5264,21,-0.1171
ENSG00000079337,RAPGEF3,5,-1.5567,9,-0.8381,42,1.62670,31,1.09771,29,0.99992,15,-0.0931,5,-1.7919,14,-0.2295,7,-1.2525
ENSG00000211584,SLC48A1,80,0.01623,70,-0.2282,102,0.40052,62,-0.3850,182,1.38545,48,-0.7704,63,-0.3593,51,-0.6909,73,-0.1401
ENSG00000134291,TMEM106C,35,0.16648,27,-0.2522,32,0.03327,21,-0.6187,32,0.04490,24,-0.3997,40,0.39849,39,0.35062,34,0.11843
ENSG00000152556,PFKM,57,-1.0567,99,-0.2267,58,-1.0336,70,-0.7451,70,-0.7431,87,-0.4136,166,0.61447,320,1.78281,110,-0.0503
ENSG00000177981,ASB8,43,-0.2131,43,-0.2474,47,-0.0764,32,-0.6740,57,0.23266,53,0.10584,64,0.42332,62,0.36687,50,0.00686
ENSG00000177875,CCDC184,19,-0.9410,40,0.25483,23,-0.6092,6,-2.5137,16,-1.2057,58,0.83642,52,0.64342,77,1.31443,26,-0.5116
ENSG00000167535,CACNB3,62,-0.7444,126,0.43206,53,-0.9607,40,-1.3825,26,-2.0370,70,-0.5469,124,0.35360,80,-0.3385,194,1.29437
ENSG00000174243,DDX23,25,0.02049,20,-0.4167,38,0.64117,33,0.45041,35,0.54421,14,-0.8349,26,0.07847,31,0.33688,17,-0.6764
ENSG00000172602,RND1,47,0.49744,27,-0.4103,15,-1.2534,12,-1.5979,19,-0.9311,16,-1.1663,76,1.31222,45,0.42210,48,0.59443
ENSG00000134287,ARF3,220,-1.0559,449,0.05218,313,-0.5166,217,-1.0769,419,-0.0618,570,0.43366,563,0.41180,446,0.03675,574,0.50204
ENSG00000169884,WNT10B,3,-2.9575,22,-0.1915,9,-1.5297,18,-0.5089,19,-0.4352,27,0.13440,42,0.84198,22,-0.2062,45,1.12020
ENSG00000181418,DDN,233,-0.4363,436,0.64405,482,0.73153,233,-0.4336,77,-2.0942,150,-1.1074,232,-0.4429,267,-0.2200,418,0.56388
ENSG00000181929,PRKAG1,24,-0.1664,15,-0.9651,23,-0.2210,18,-0.6320,25,-0.1130,23,-0.2367,45,0.84544,52,1.11335,27,0.01449
ENSG00000167548,KMT2D,27,0.19979,23,-0.0446,17,-0.5485,11,-1.2163,22,-0.1503,42,0.90334,21,-0.1749,20,-0.3024,29,0.32593
ENSG00000123416,TUBA1B,1028,-1.2156,2616,0.25858,1769,-0.3871,1089,-1.1292,2807,0.34462,4216,1.02614,3248,0.58394,2088,-0.1282,1718,-0.4742
ENSG00000167552,TUBA1A,811,-0.7566,1302,-0.0225,956,-0.5041,933,-0.5408,2188,0.82810,1553,0.26082,1989,0.66731,1179,-0.1765,1149,-0.2402
ENSG00000123352,SPATS2,23,-0.5702,35,0.06420,20,-0.7534,15,-1.1760,40,0.30345,36,0.10758,63,1.03245,29,-0.2259,36,0.11785
ENSG00000135519,KCNH3,58,-0.7111,125,0.56580,63,-0.5877,52,-0.8733,69,-0.4416,64,-0.5654,124,0.48131,50,-0.9214,140,0.78030
ENSG00000187778,MCRS1,33,-0.0131,39,0.26882,29,-0.2539,24,-0.5140,32,-0.0963,25,-0.4540,41,0.29702,43,0.38834,33,-0.0461
ENSG00000110844,PRPF40B,4,-1.9120,10,-0.6562,20,0.53056,16,0.13708,11,-0.4583,8,-0.8494,14,-0.0153,20,0.52681,23,0.87011
ENSG00000139644,TMBIM6,315,0.15594,177,-0.8066,270,-0.0905,373,0.43024,529,1.01503,407,0.57068,256,-0.1741,236,-0.3001,202,-0.5923
ENSG00000135472,FAIM2,193,-1.2474,348,-0.3797,284,-0.6624,208,-1.1305,331,-0.4278,687,0.74811,587,0.48530,743,0.88019,524,0.33851
ENSG00000110881,ASIC1,9,-1.6260,17,-0.7506,23,-0.1756,29,0.14464,33,0.36560,22,-0.2644,29,0.17723,46,0.92782,31,0.33265
ENSG00000066117,SMARCD1,17,-0.4456,13,-0.8884,18,-0.3930,18,-0.4015,17,-0.4467,34,0.62278,24,0.08057,22,-0.0324,37,0.92540
ENSG00000167588,GPD1,1,-3.6469,10,-0.7716,7,-1.1420,16,0.03479,48,1.93251,9,-0.7463,15,-0.0720,11,-0.4758,22,0.61682
ENSG00000178449,COX14,213,0.44132,222,0.57729,121,-0.4500,149,-0.1318,108,-0.6325,113,-0.5593,193,0.27817,194,0.29348,123,-0.4714
ENSG00000139624,CERS5,24,0.61520,14,-0.2817,8,-1.0031,9,-0.8190,21,0.40070,22,0.47048,13,-0.3660,13,-0.3813,21,0.42543
ENSG00000161813,LARP4,31,0.92428,11,-0.6906,13,-0.4974,21,0.26205,26,0.60526,19,0.15218,12,-0.5281,22,0.34239,13,-0.4873
ENSG00000066084,DIP2B,12,-1.7275,24,-0.7405,33,-0.1805,44,0.24835,120,2.03070,26,-0.5627,29,-0.3783,53,0.54599,23,-0.7923
ENSG00000185432,METTL7A,219,1.44554,52,-0.9593,154,0.82398,209,1.36173,116,0.35659,68,-0.4844,19,-2.3880,42,-1.2091,45,-1.2017
ENSG00000110911,SLC11A2,20,-0.5580,20,-0.6314,20,-0.5845,23,-0.3588,51,0.89612,56,1.04751,16,-0.9310,36,0.31276,30,0.05510
ENSG00000050426,LETMD1,36,-0.3857,33,-0.5918,28,-0.7850,32,-0.5781,39,-0.2619,57,0.32195,67,0.59978,58,0.34495,64,0.58797
ENSG00000110925,CSRNP2,23,-0.5611,32,-0.0933,17,-1.0189,15,-1.2118,29,-0.2314,37,0.13398,61,0.96184,40,0.26066,43,0.41313
ENSG00000135457,TFCP2,27,0.15152,16,-0.6908,17,-0.5549,21,-0.2603,36,0.59300,31,0.36145,40,0.79293,24,-0.0412,21,-0.2540
ENSG00000184271,POU6F1,14,-0.5149,10,-1.0420,10,-0.9695,21,0.04280,12,-0.7134,37,0.99630,13,-0.6202,28,0.51182,32,0.84676
ENSG00000183283,DAZAP2,188,0.62107,98,-0.4603,152,0.28062,154,0.29343,219,0.88361,95,-0.4604,88,-0.5870,121,-0.0815,97,-0.4745
ENSG00000050438,SLC4A8,15,-1.4903,29,-0.5658,26,-0.7092,24,-0.8403,58,0.56072,45,0.12677,46,0.18823,91,1.30878,45,0.14055
ENSG00000196876,SCN8A,66,-0.7289,74,-0.5832,55,-0.9876,21,-2.4322,61,-0.8418,192,0.99127,175,0.83194,97,-0.1282,170,0.90693
ENSG00000135503,ACVR1B,14,-1.9049,46,-0.1410,18,-1.5440,13,-1.9933,59,0.27031,92,0.99919,68,0.49350,45,-0.1632,74,0.72774
ENSG00000161835,GRASP,69,-0.1567,84,0.17785,24,-1.7482,28,-1.5283,18,-2.1656,34,-1.2311,170,1.34374,47,-0.7445,139,1.16757
ENSG00000123358,NR4A1,166,3.52657,10,-1.5793,7,-2.0595,7,-2.0924,21,-0.4441,22,-0.3347,40,0.57379,1,-4.1115,11,-1.5225
ENSG00000123395,ATG101,29,-0.0380,34,0.18852,27,-0.1977,17,-0.8394,26,-0.2388,14,-1.1553,64,1.23335,23,-0.4076,32,0.11982
ENSG00000063046,EIF4B,318,1.32750,115,-0.3789,132,-0.1353,126,-0.2028,152,0.09176,131,-0.1440,110,-0.4223,124,-0.2371,129,-0.1892
ENSG00000111077,TNS2,83,2.80817,8,-1.2201,16,-0.1302,27,0.64876,38,1.24801,7,-1.3487,4,-2.0284,1,-3.8382,2,-3.3594
ENSG00000167778,SPRYD3,118,-0.9929,225,0.00170,158,-0.5490,85,-1.4919,253,0.18300,357,0.74960,275,0.32032,230,0.03288,275,0.36205
ENSG00000167779,IGFBP6,108,1.53176,44,0.01406,28,-0.6695,20,-1.1472,17,-1.4406,58,0.46904,37,-0.2239,71,0.79987,25,-0.9090
ENSG00000182544,MFSD5,4,-2.3116,16,-0.3766,22,0.12856,9,-1.2822,26,0.40068,22,0.14120,36,0.94533,39,1.05208,16,-0.3678
ENSG00000123349,PFDN5,804,0.64143,494,-0.1615,659,0.31322,892,0.81493,670,0.34036,317,-0.8284,354,-0.6618,482,-0.1833,396,-0.5333
ENSG00000139637,C12orf10,74,-0.1345,79,-0.0195,101,0.36866,43,-0.9602,47,-0.8292,72,-0.1655,92,0.21731,112,0.52760,92,0.24264
ENSG00000205352,PRR13,100,0.40955,71,-0.1558,73,-0.0865,73,-0.0834,78,0.00223,81,0.06371,93,0.29251,80,0.04851,66,-0.2697
ENSG00000197111,PCBP2,482,0.63295,240,-0.5226,424,0.42043,233,-0.5263,324,-0.0099,334,0.03814,297,-0.1458,304,-0.1093,355,0.14848
ENSG00000139625,MAP3K12,45,0.59616,32,0.08137,22,-0.5550,13,-1.3039,20,-0.7041,29,-0.1223,19,-0.7729,47,0.67989,41,0.50957
ENSG00000135390,ATP5MC2,411,0.68132,230,-0.2789,357,0.44849,332,0.32598,325,0.29428,151,-0.8991,216,-0.3498,322,0.27765,200,-0.5155
ENSG00000012822,CALCOCO1,26,-0.2252,22,-0.5004,24,-0.3343,26,-0.2044,22,-0.4962,37,0.31765,46,0.69491,36,0.31158,34,0.21764
ENSG00000123415,SMUG1,5,-1.9378,25,0.46607,17,-0.2551,13,-0.5726,18,-0.1072,14,-0.5416,23,0.26381,19,-0.0032,27,0.60208
ENSG00000094916,CBX5,164,0.94794,68,-0.5124,71,-0.4019,76,-0.2894,119,0.41547,142,0.70330,47,-1.0139,86,-0.0992,84,-0.1460
ENSG00000135486,HNRNPA1,430,0.71256,193,-0.6175,254,-0.1422,355,0.39356,429,0.70694,230,-0.2941,197,-0.5345,287,0.05205,243,-0.2305
ENSG00000111481,COPZ1,84,0.26962,58,-0.3624,55,-0.4125,68,-0.0788,58,-0.3186,64,-0.1625,87,0.31949,94,0.44779,79,0.18300
ENSG00000161642,ZNF385A,78,1.01497,42,0.00791,43,0.04778,71,0.85738,26,-0.7528,37,-0.1914,11,-2.0256,76,0.97832,17,-1.4118
ENSG00000123360,PDE1B,14,-2.0388,40,-0.5935,31,-0.9194,14,-2.0908,43,-0.4398,52,-0.1486,97,0.87469,42,-0.4667,126,1.59031
ENSG00000135447,PPP1R1A,114,-0.1881,186,0.67464,143,0.16308,96,-0.4556,39,-1.8138,52,-1.3944,86,-0.6253,91,-0.5360,212,0.94148
ENSG00000135426,TESPA1,26,-1.1150,55,0.07394,25,-1.1688,14,-1.9625,3,-3.8890,7,-3.0157,94,0.93766,26,-1.0783,139,2.01869
ENSG00000135424,ITGA7,48,2.00679,9,-0.7332,12,-0.3300,32,1.25890,19,0.36075,9,-0.6875,5,-1.5689,10,-0.6350,5,-1.7182
ENSG00000135441,BLOC1S1,318,0.43223,221,-0.1625,338,0.53230,245,0.01191,175,-0.5152,144,-0.8112,194,-0.3518,257,0.08827,280,0.25363
ENSG00000135404,CD63,727,1.31928,251,-0.4682,409,0.34131,376,0.20755,359,0.13154,285,-0.2310,312,-0.0899,224,-0.6038,220,-0.6900
ENSG00000135414,GDF11,53,1.07890,19,-0.6282,34,0.33810,41,0.62816,41,0.62995,28,0.02402,11,-1.3757,18,-0.6329,20,-0.5749
ENSG00000205323,SARNP,89,0.24902,67,-0.2264,67,-0.1886,61,-0.3330,82,0.11445,77,0.02978,81,0.09888,84,0.16509,80,0.09745
ENSG00000135392,DNAJC14,4,-2.1721,12,-0.5447,8,-1.1673,21,0.32595,16,-0.0327,10,-0.7679,27,0.74586,19,0.21988,28,0.94503
ENSG00000170473,PYM1,19,0.16539,13,-0.4330,17,-0.0363,16,-0.1128,15,-0.2320,18,0.03196,27,0.68941,23,0.42821,15,-0.2696
ENSG00000065357,DGKA,3,-2.2167,15,0.22991,10,-0.4557,2,-2.7331,2,-2.2900,3,-2.2155,24,1.02121,8,-0.7590,31,1.72675
ENSG00000111540,RAB5B,127,0.19678,91,-0.3559,98,-0.2070,95,-0.2545,161,0.58263,138,0.33646,112,0.00198,87,-0.3935,116,0.05954
ENSG00000139531,SUOX,11,-0.3303,10,-0.4801,18,0.45511,13,-0.1227,10,-0.4824,21,0.65745,22,0.75937,17,0.32739,9,-0.6382
ENSG00000197728,RPS26,2588,1.23342,1024,-0.3245,1503,0.31377,2225,0.96824,1356,0.14808,727,-0.8239,741,-0.7949,991,-0.3465,707,-0.9352
ENSG00000065361,ERBB3,2,-3.0687,6,-1.9460,25,0.26760,33,0.72501,124,3.50142,12,-0.7741,3,-2.6707,5,-1.9793,6,-1.8543
ENSG00000170515,PA2G4,129,0.61964,60,-0.6423,35,-1.4073,81,-0.1255,77,-0.1925,111,0.37621,111,0.38310,94,0.10306,103,0.29459
ENSG00000229117,RPL41,5811,0.98277,3162,-0.0217,4253,0.45798,5336,0.83667,2450,-0.4191,1661,-1.0138,2039,-0.7024,2652,-0.2958,2343,-0.5333
ENSG00000139641,ESYT1,30,0.55078,19,-0.1752,7,-1.6524,10,-1.0647,10,-1.0705,27,0.37271,40,1.03397,16,-0.4553,27,0.45349
ENSG00000196465,MYL6B,241,0.22142,244,0.26905,264,0.36839,198,-0.0903,155,-0.4803,110,-0.9993,207,-0.0265,284,0.48359,182,-0.2486
ENSG00000092841,MYL6,1095,1.55806,364,-0.3185,378,-0.2282,464,0.09299,621,0.56671,257,-0.8240,389,-0.1861,520,0.27620,180,-1.4553
ENSG00000139613,SMARCC2,47,-0.1602,51,-0.0314,54,0.07385,51,-0.0204,50,-0.0632,84,0.77943,39,-0.4495,52,0.00639,46,-0.2123
ENSG00000181852,RNF41,23,-1.3329,48,-0.2449,61,0.14439,24,-1.2980,76,0.49309,73,0.43601,70,0.37271,67,0.29890,61,0.15711
ENSG00000139579,NABP2,48,-0.3128,62,0.08602,76,0.41621,39,-0.6564,58,-0.0246,62,0.08904,52,-0.1889,72,0.31572,58,-0.0151
ENSG00000139645,ANKRD52,14,-0.7077,20,-0.1657,10,-1.1846,13,-0.8175,18,-0.2640,71,2.02372,16,-0.4863,31,0.53623,15,-0.6788
ENSG00000062485,CS,31,-1.3701,72,-0.1257,54,-0.5651,47,-0.7770,72,-0.1130,73,-0.0791,116,0.65676,136,0.92633,88,0.24194
ENSG00000257727,CNPY2,86,-0.2263,79,-0.3756,75,-0.4212,78,-0.3754,99,0.00441,110,0.16562,147,0.64354,136,0.51400,99,0.00057
ENSG00000170581,STAT2,52,0.73284,23,-0.5652,41,0.34057,26,-0.3845,48,0.60123,19,-0.8628,40,0.30820,30,-0.1635,30,-0.1444
ENSG00000135423,GLS2,15,-0.7345,22,-0.1602,11,-1.1741,10,-1.3258,19,-0.3660,21,-0.1755,45,1.03491,41,0.88672,29,0.32024
ENSG00000076108,BAZ2A,7,-1.5078,11,-0.9630,22,0.16929,18,-0.1534,64,1.98808,17,-0.2481,26,0.38962,20,-0.0108,12,-0.8126
ENSG00000110955,ATP5F1B,478,-0.3940,508,-0.3313,595,-0.0529,288,-1.1666,476,-0.4005,598,-0.0460,989,0.77494,1262,1.19569,533,-0.2504
ENSG00000110958,PTGES3,302,0.01303,273,-0.1618,185,-0.7422,186,-0.7390,296,-0.0176,328,0.14785,352,0.26177,259,-0.2282,419,0.61808
ENSG00000196531,NACA,1278,1.27463,485,-0.3580,693,0.23963,808,0.49017,657,0.15358,371,-0.7385,423,-0.5348,506,-0.2598,427,-0.5677
ENSG00000166886,NAB2,27,-0.4710,31,-0.2511,18,-1.0990,6,-2.7114,39,0.12427,92,1.55083,64,0.92791,24,-0.6685,34,-0.0990
ENSG00000123384,LRP1,255,0.94667,94,-0.7145,211,0.62748,134,-0.1036,132,-0.1310,93,-0.6743,137,-0.0681,138,-0.0584,144,0.00990
ENSG00000182199,SHMT2,12,-0.2710,9,-0.6737,27,1.07367,14,-0.0231,13,-0.0974,18,0.43619,22,0.76675,6,-1.1203,11,-0.4052
ENSG00000185633,NDUFA4L2,240,4.82521,5,-2.8075,11,-1.4800,16,-0.9071,24,-0.3123,1,-5.0156,5,-2.6108,4,-2.8830,6,-2.5048
ENSG00000179912,R3HDM2,33,-0.5551,39,-0.3058,30,-0.6677,36,-0.4235,89,1.04342,88,1.03730,37,-0.3857,34,-0.4977,46,-0.0483
ENSG00000166986,MARS,34,-0.6925,41,-0.4638,30,-0.8811,28,-0.9767,41,-0.4174,55,0.05199,93,0.89972,86,0.77652,70,0.47546
ENSG00000175197,DDIT3,54,0.60737,19,-1.0842,30,-0.3243,25,-0.5756,36,-0.0178,29,-0.3830,28,-0.4160,94,1.59257,35,-0.0816
ENSG00000175203,DCTN2,95,-0.7320,166,0.14965,120,-0.3752,86,-0.8888,146,-0.0687,128,-0.2736,198,0.41770,278,0.98522,148,-0.0561
ENSG00000155980,KIF5A,191,-0.6737,259,-0.2280,400,0.49042,237,-0.3422,294,-0.0030,432,0.61983,286,-0.0494,309,0.07441,289,-0.0380
ENSG00000166908,PIP4K2C,32,-0.5726,53,0.21179,28,-0.8049,12,-2.0570,17,-1.5150,28,-0.7863,81,0.90658,60,0.41013,75,0.88474
ENSG00000178498,DTX3,50,-0.4385,63,-0.0913,54,-0.3275,41,-0.7280,33,-1.0730,78,0.26222,71,0.10060,102,0.68889,88,0.50559
ENSG00000240771,ARHGEF25,24,-0.9306,61,0.57069,29,-0.6591,18,-1.3859,34,-0.4137,37,-0.3022,65,0.61164,71,0.76259,45,0.01297
ENSG00000135454,B4GALNT1,28,-1.5468,59,-0.4797,18,-2.1928,20,-2.0194,56,-0.5215,79,0.01903,144,1.00259,102,0.42230,148,1.22428
ENSG00000135506,OS9,123,0.83928,52,-0.5771,58,-0.3802,48,-0.6624,80,0.11996,89,0.30695,73,-0.0123,90,0.32642,72,-0.0365
ENSG00000135439,AGAP2,25,-2.2031,170,0.83728,130,0.28509,91,-0.2852,118,0.12250,130,0.28442,69,-0.7120,78,-0.5170,108,-0.0128
ENSG00000135452,TSPAN31,36,0.17524,19,-0.8684,31,-0.0614,25,-0.4189,55,0.84641,31,-0.0721,40,0.31807,42,0.39965,30,-0.1554
ENSG00000135446,CDK4,30,0.84977,13,-0.4473,16,-0.1545,21,0.28006,17,-0.0761,19,0.17126,18,0.05049,20,0.20402,12,-0.5539
ENSG00000139266,MARCH9,20,-0.4854,30,0.15191,25,-0.1174,16,-0.8629,24,-0.2294,34,0.32791,30,0.16056,31,0.18063,31,0.22655
ENSG00000123297,TSFM,25,-0.5488,28,-0.4263,29,-0.3282,14,-1.3726,25,-0.5860,33,-0.1607,46,0.39411,47,0.42693,61,0.97448
ENSG00000175215,CTDSP2,41,0.47824,26,-0.2465,36,0.30404,35,0.23492,51,0.85416,24,-0.3363,22,-0.4428,19,-0.6840,25,-0.3194
ENSG00000257698,GIHCG,39,-0.2585,56,0.32781,47,0.03354,42,-0.1395,29,-0.7020,35,-0.4520,40,-0.2377,55,0.27442,55,0.31512
ENSG00000198673,TAFA2,10,-2.9527,39,-1.0256,28,-1.4104,28,-1.4399,17,-2.1478,66,-0.1233,51,-0.5228,141,1.12391,185,1.97842
ENSG00000135655,USP15,23,-0.2412,36,0.50830,18,-0.6169,13,-1.1082,18,-0.6743,37,0.47000,31,0.18877,25,-0.1661,32,0.27155
ENSG00000061987,MON2,39,0.45058,21,-0.5237,21,-0.4806,30,0.04649,42,0.56452,24,-0.2970,37,0.39694,24,-0.2987,30,0.07593
ENSG00000111110,PPM1H,15,-0.7139,22,-0.1042,13,-0.8861,18,-0.4366,30,0.33678,23,-0.0806,29,0.29876,35,0.61606,28,0.25957
ENSG00000118600,RXYLT1,17,0.14548,8,-1.0001,14,-0.1983,11,-0.5708,26,0.85171,15,-0.0693,12,-0.3955,26,0.82018,17,0.13884
ENSG00000184575,XPOT,38,-0.0404,20,-1.0980,29,-0.4660,42,0.10461,65,0.80810,40,0.02270,53,0.47045,46,0.24754,40,0.01827
ENSG00000183735,TBK1,12,-0.7985,9,-1.2108,8,-1.4282,10,-1.0189,22,0.12778,46,1.37191,38,1.02861,37,1.00511,15,-0.5161
ENSG00000135677,GNS,34,0.57571,15,-0.8043,18,-0.4759,19,-0.3308,26,0.15308,29,0.29779,29,0.30636,34,0.53371,23,-0.1111
ENSG00000111490,TBC1D30,6,-1.4640,9,-0.9581,7,-1.2475,5,-1.5357,7,-1.0773,33,1.22550,14,-0.1871,46,1.84290,18,0.25060
ENSG00000156076,WIF1,29,-0.2458,44,0.47772,74,1.30013,27,-0.3399,0,-7.0257,6,-2.5097,4,-3.1769,76,1.36692,33,-0.0070
ENSG00000174106,LEMD3,4,-2.9661,20,-0.5756,17,-0.7666,17,-0.7642,31,0.12165,45,0.73133,58,1.15528,34,0.28186,34,0.30526
ENSG00000139233,LLPH,59,1.09574,19,-0.7693,22,-0.5262,38,0.33879,47,0.69729,29,-0.0978,27,-0.1641,35,0.21480,20,-0.6980
ENSG00000155957,TMBIM4,78,0.93749,22,-1.1005,47,0.11857,51,0.21976,83,1.04724,20,-1.1973,42,-0.0887,50,0.18812,34,-0.4269
ENSG00000111530,CAND1,70,-0.5095,75,-0.4437,46,-1.1288,42,-1.2943,127,0.42442,160,0.81569,111,0.20811,178,0.99792,92,-0.0871
ENSG00000127314,RAP1B,77,0.85209,35,-0.4295,24,-0.9525,28,-0.7325,94,1.20288,40,-0.1893,56,0.33441,26,-0.8322,42,-0.1521
ENSG00000175782,SLC35E3,37,0.71102,12,-1.0803,22,-0.1304,18,-0.4311,62,1.62130,24,0.03050,27,0.22336,26,0.11446,10,-1.3279
ENSG00000135679,MDM2,18,-0.5077,16,-0.6988,26,0.06996,20,-0.2998,37,0.63873,36,0.59813,24,-0.0484,25,-0.0069,27,0.15967
ENSG00000111605,CPSF6,29,-0.7251,36,-0.3968,41,-0.1901,28,-0.7874,59,0.38703,62,0.46845,58,0.36143,50,0.12374,54,0.29219
ENSG00000127337,YEATS4,22,0.66673,9,-0.7457,8,-0.9203,17,0.28530,14,-0.0761,13,-0.1439,21,0.59544,24,0.85880,10,-0.5376
