Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000173545,ZNF622,32,-0.0044,23,-0.5519,20,-0.7423,8,-2.0699,33,0.02898,24,-0.4474,45,0.50366,53,0.79372,54,0.83673
ENSG00000154153,RETREG1,54,-0.3126,48,-0.5130,17,-2.0285,145,1.32852,83,0.42347,12,-2.4843,74,0.16839,31,-1.1900,115,0.91234
ENSG00000145555,MYO10,105,1.38210,102,1.31763,35,-0.4374,59,0.37889,17,-1.6660,18,-1.4040,49,0.07751,33,-0.5136,31,-0.6528
ENSG00000176788,BASP1,738,-0.7294,738,-0.7297,786,-0.6328,2041,0.91948,1489,0.44148,710,-0.7887,1082,-0.1321,1057,-0.1690,1622,0.52685
ENSG00000215196,BASP1-AS1,9,-0.0411,13,0.65845,4,-1.2015,17,1.03538,7,-0.4662,9,-0.0204,6,-0.4760,9,0.00288,8,-0.0715
ENSG00000248455,LINC02217,10,-0.5892,16,0.07073,18,0.31115,17,0.21852,19,0.36730,2,-3.0658,15,0.00906,10,-0.6575,26,0.85947
ENSG00000145526,CDH18,31,-0.3916,13,-1.6989,25,-0.7259,33,-0.2706,62,0.88895,71,0.98660,23,-0.8200,33,-0.2739,40,0.02033
ENSG00000154162,CDH12,6,-1.1251,7,-0.8452,9,-0.3458,11,-0.1274,21,1.06164,18,0.69547,4,-1.5627,15,0.31088,8,-0.6114
ENSG00000286961,AC091938.1,19,-1.2805,21,-1.1667,75,0.87079,2,-4.2773,40,-0.1811,122,1.75939,18,-1.3272,88,1.15596,17,-1.4276
ENSG00000040731,CDH10,7,-2.2985,14,-1.1920,23,-0.5342,33,0.04178,58,1.19857,12,-1.4218,44,0.52261,24,-0.4385,45,0.54880
ENSG00000113100,CDH9,14,-0.4281,3,-2.4409,14,-0.4970,2,-3.0467,21,0.20611,68,2.28773,15,-0.3969,22,0.26856,8,-1.2045
ENSG00000113360,DROSHA,24,-0.1819,16,-0.8135,19,-0.4829,30,0.17975,25,-0.1376,29,0.11093,24,-0.1811,47,0.94068,29,0.13232
ENSG00000082213,C5orf22,10,-1.1503,13,-0.7830,16,-0.5010,34,0.67561,32,0.64033,23,0.02807,21,-0.0997,18,-0.3480,25,0.17927
ENSG00000133401,PDZD2,26,-0.7131,26,-0.7177,38,-0.1236,10,-2.1138,59,0.64430,117,1.81068,26,-0.7255,42,0.00342,13,-1.7934
ENSG00000113384,GOLPH3,50,0.36440,30,-0.4183,33,-0.2960,39,-0.0240,48,0.33887,45,0.18342,36,-0.1615,35,-0.2120,34,-0.2318
ENSG00000150712,MTMR12,17,-1.1805,18,-1.0796,41,0.16541,14,-1.4009,62,1.04316,70,1.07955,21,-0.8616,35,-0.0836,25,-0.5742
ENSG00000056097,ZFR,113,-0.4548,92,-0.7616,144,-0.0739,117,-0.3972,173,0.25467,335,1.36025,97,-0.6822,143,-0.0879,119,-0.3706
ENSG00000113387,SUB1,482,-0.1444,327,-0.7501,449,-0.2581,403,-0.4257,665,0.42983,731,0.53187,532,0.01269,465,-0.2005,559,0.09349
ENSG00000113407,TARS,38,0.48803,24,-0.2315,23,-0.3192,28,0.00138,30,0.15015,39,0.55583,31,0.18209,22,-0.3304,13,-1.1995
ENSG00000242110,AMACR,17,-0.5405,11,-1.1963,21,-0.2609,30,0.30195,36,0.74290,23,-0.1008,29,0.28780,16,-0.6972,26,0.07869
ENSG00000113456,RAD1,27,0.32075,15,-0.6061,14,-0.6743,32,0.60106,24,0.16688,16,-0.5024,26,0.25984,24,0.16849,18,-0.3443
ENSG00000113460,BRIX1,42,1.01955,18,-0.3869,27,0.29435,16,-0.5838,17,-0.4649,16,-0.5646,21,-0.1559,25,0.16212,29,0.35486
ENSG00000168724,DNAJC21,49,0.30281,31,-0.4596,40,-0.0240,33,-0.3408,37,-0.1737,44,0.10221,51,0.33872,53,0.41701,35,-0.2552
ENSG00000152582,SPEF2,22,0.73698,13,-0.1184,8,-0.8623,22,0.72400,17,0.37687,13,-0.1135,5,-1.6224,7,-1.0041,16,0.19304
ENSG00000164187,LMBRD2,57,-0.9433,62,-0.8206,65,-0.7337,151,0.59554,162,0.83890,76,-0.4961,80,-0.4300,152,0.61621,79,-0.4325
ENSG00000152620,NADK2,50,0.25285,50,0.26071,33,-0.4090,27,-0.7206,49,0.28237,25,-0.8332,40,-0.0798,46,0.12267,55,0.43133
ENSG00000164188,RANBP3L,8,-0.2586,18,1.00159,17,0.88331,7,-0.4720,5,-1.0621,8,-0.2595,15,0.63752,9,-0.1031,5,-0.9107
ENSG00000079215,SLC1A3,205,-0.6157,680,1.37490,450,0.64597,315,0.05699,117,-1.5838,213,-0.5587,549,0.98885,165,-0.9509,227,-0.4583
ENSG00000285967,NIPBL-DT,21,0.10247,12,-0.7307,11,-0.9467,7,-1.5197,20,0.00931,30,0.69564,29,0.65079,25,0.37266,22,0.16848
ENSG00000164190,NIPBL,87,1.59998,43,0.36778,22,-0.6639,35,0.03787,18,-1.0439,24,-0.5509,20,-0.7994,52,0.67855,22,-0.6742
ENSG00000197603,CPLANE1,21,-0.4137,40,0.63693,12,-1.1990,37,0.50798,25,-0.1423,29,0.09420,17,-0.6763,31,0.23906,33,0.31477
ENSG00000113569,NUP155,10,-0.2550,10,-0.2687,4,-1.7104,17,0.59197,16,0.57320,13,0.08799,17,0.52920,8,-0.6604,9,-0.4864
ENSG00000082068,WDR70,33,0.53288,25,0.10414,10,-1.3330,37,0.74079,28,0.33829,13,-0.8614,14,-0.8176,22,-0.1274,25,0.10232
ENSG00000113594,LIFR,29,0.09432,56,1.22165,30,0.14070,28,0.07455,18,-0.6493,14,-1.0003,35,0.40494,27,-0.0214,15,-0.8711
ENSG00000164327,RICTOR,24,0.20574,10,-1.0686,15,-0.5037,34,0.79426,22,0.07624,24,0.19166,18,-0.2589,22,0.11036,18,-0.1925
ENSG00000113638,TTC33,44,0.01667,17,-1.4053,26,-0.7856,68,0.74440,48,0.18907,36,-0.2627,53,0.34556,45,0.05583,46,0.11496
ENSG00000132356,PRKAA1,28,1.01864,14,-0.1129,7,-1.0818,15,-0.0054,17,0.17260,13,-0.2497,16,0.07565,11,-0.4977,14,-0.1594
ENSG00000145592,RPL37,2312,0.86536,2002,0.61876,1504,0.14596,849,-0.7525,851,-0.8206,1410,0.04216,1380,0.00754,1294,-0.0945,1279,-0.1129
ENSG00000182836,PLCXD3,28,0.16412,21,-0.2575,11,-1.1930,52,1.24060,5,-2.4402,7,-1.9347,87,2.24041,10,-1.3758,23,-0.1273
ENSG00000083720,OXCT1,68,-1.0108,71,-0.9465,134,0.04346,146,0.18920,174,0.54779,93,-0.5292,139,0.10897,109,-0.2757,192,0.64290
ENSG00000205765,C5orf51,13,-0.2103,17,0.21894,12,-0.3571,19,0.37162,16,0.17168,9,-0.6844,12,-0.3663,20,0.47419,14,-0.0835
ENSG00000250722,SELENOP,392,3.50533,107,0.69166,21,-1.7849,61,-0.2031,15,-2.4620,8,-3.1328,41,-0.8302,19,-1.9556,19,-1.9396
ENSG00000172262,ZNF131,28,0.53146,13,-0.6190,20,-0.0076,29,0.59072,12,-0.8962,17,-0.2893,21,0.08309,36,0.96850,13,-0.6614
ENSG00000177453,NIM1K,3,-2.1398,8,-0.8592,6,-1.3616,12,-0.3217,30,1.43154,15,0.00121,17,0.22241,12,-0.2991,14,-0.0953
ENSG00000112972,HMGCS1,204,-0.0827,130,-0.7809,146,-0.6015,228,0.09877,312,0.71202,137,-0.6997,264,0.33710,157,-0.4875,255,0.27703
ENSG00000172239,PAIP1,80,0.23188,50,-0.5186,44,-0.6994,63,-0.1414,80,0.26613,69,-0.0108,56,-0.3310,99,0.57986,71,0.04715
ENSG00000248092,NNT-AS1,44,0.70045,34,0.28249,18,-0.7225,46,0.77784,20,-0.6006,27,-0.0820,33,0.25381,22,-0.4199,21,-0.4609
ENSG00000112992,NNT,35,-0.7420,42,-0.4499,44,-0.3853,67,0.28469,68,0.34202,57,0.02671,59,0.05769,58,0.04449,66,0.24137
ENSG00000251141,MRPS30-DT,15,0.27236,5,-1.2805,9,-0.5639,13,0.04770,16,0.39171,7,-0.8627,12,-0.0655,16,0.36602,18,0.54154
ENSG00000112996,MRPS30,58,0.67881,16,-1.3316,32,-0.2727,28,-0.4901,54,0.64719,28,-0.4815,46,0.31473,22,-0.8284,43,0.20873
ENSG00000272335,AC093297.2,20,0.40967,6,-1.3287,19,0.38406,13,-0.1838,17,0.24310,14,-0.1554,21,0.51325,13,-0.1855,10,-0.5985
ENSG00000164588,HCN1,26,-1.0419,16,-1.7426,31,-0.7804,55,0.11774,63,0.39360,31,-0.7685,46,-0.1536,104,1.19762,74,0.62114
ENSG00000151883,PARP8,42,1.39160,10,-0.8855,12,-0.6876,11,-0.8105,26,0.66963,11,-0.7953,18,0.01378,13,-0.5739,14,-0.3847
ENSG00000152684,PELO,19,0.20062,12,-0.4850,17,0.04074,16,-0.0516,20,0.32578,14,-0.2117,18,0.15770,16,-0.0781,13,-0.3110
ENSG00000164172,MOCS2,86,-0.4544,79,-0.5823,130,0.20166,89,-0.4022,115,-0.0020,119,0.05567,142,0.34648,124,0.11676,150,0.43309
ENSG00000164258,NDUFS4,72,-0.4431,77,-0.3294,108,0.20238,44,-1.1762,102,0.11939,93,-0.0361,116,0.32685,146,0.70172,91,-0.0606
ENSG00000185305,ARL15,44,1.44507,6,-1.5507,14,-0.4416,18,-0.0122,19,0.07482,4,-2.0800,28,0.68494,16,-0.2068,15,-0.2971
ENSG00000169271,HSPB3,17,0.15048,7,-1.1192,10,-0.7640,8,-0.9666,28,1.07474,17,0.13399,17,0.09925,15,-0.1033,11,-0.5045
ENSG00000178996,SNX18,24,1.29639,13,0.27461,8,-0.5036,16,0.59091,6,-0.9619,5,-1.1664,14,0.34160,10,-0.1550,8,-0.4334
ENSG00000067248,DHX29,37,0.38458,29,-0.0102,11,-1.4292,33,0.20997,33,0.21964,34,0.25427,28,-0.0751,31,0.11900,22,-0.4570
ENSG00000039123,MTREX,40,-0.0723,25,-0.8048,28,-0.6292,21,-1.0598,63,0.76536,50,0.28761,43,0.04781,40,-0.0792,47,0.17073
ENSG00000067113,PLPP1,75,1.26814,30,-0.2583,34,-0.0401,24,-0.5916,35,0.01030,36,0.05934,27,-0.4189,30,-0.2259,24,-0.5776
ENSG00000134352,IL6ST,156,0.96204,115,0.44738,65,-0.4693,91,0.07214,53,-0.8505,52,-0.8030,116,0.45862,79,-0.1557,93,0.10603
ENSG00000062194,GPBP1,91,0.11581,71,-0.2721,79,-0.1052,91,0.10870,90,0.11298,84,-0.0254,63,-0.4673,92,0.12525,97,0.21091
ENSG00000249436,AC008780.1,17,-0.7469,23,-0.3152,16,-0.8464,31,0.14354,41,0.71240,8,-1.8888,21,-0.4221,27,-0.0593,55,1.13128
ENSG00000145632,PLK2,45,-1.5606,37,-1.8581,66,-0.9969,68,-0.9470,168,0.55382,357,1.83533,73,-0.8443,161,0.40230,110,-0.2032
ENSG00000152932,RAB3C,137,-0.5638,87,-1.2601,123,-0.7278,308,0.74407,278,0.65920,73,-1.5138,307,0.73883,148,-0.4379,222,0.20099
ENSG00000113448,PDE4D,52,0.90854,20,-0.6139,30,0.01935,21,-0.5789,34,0.23216,27,-0.1802,34,0.19060,24,-0.3228,23,-0.3758
ENSG00000152931,PART1,17,-0.2573,16,-0.3695,7,-1.6492,74,2.33503,25,0.38589,9,-1.2809,8,-1.4054,9,-1.2577,14,-0.6136
ENSG00000164182,NDUFAF2,73,-0.3819,65,-0.5527,109,0.24632,52,-0.9129,77,-0.3388,111,0.28709,117,0.36948,132,0.57326,118,0.38903
ENSG00000188725,SMIM15,36,1.08639,14,-0.4130,17,-0.1937,27,0.57246,17,-0.1879,18,-0.0769,16,-0.2161,13,-0.5238,13,-0.6196
ENSG00000130449,ZSWIM6,48,0.92072,34,0.36973,16,-0.8622,45,0.80565,25,-0.1792,37,0.48023,9,-1.6248,20,-0.4947,15,-0.8643
ENSG00000068796,KIF2A,23,-0.8135,26,-0.6021,32,-0.2723,52,0.48096,44,0.24736,28,-0.4700,30,-0.3755,40,0.07442,64,0.85244
ENSG00000086189,DIMT1,22,0.18105,16,-0.2833,15,-0.3810,20,0.09344,16,-0.3122,21,0.12837,33,0.85952,14,-0.5290,20,0.07374
ENSG00000086200,IPO11,23,0.20258,12,-0.8511,8,-1.3011,19,-0.1360,19,-0.0857,27,0.46900,16,-0.3393,21,0.05108,38,1.03752
ENSG00000248285,AC122707.1,2,-3.2158,1,-3.9467,31,0.90915,0,-4.9475,27,0.80002,52,1.87234,6,-1.5253,22,0.30873,9,-0.9546
ENSG00000164197,RNF180,9,-0.6726,14,0.02869,10,-0.5448,17,0.31857,17,0.35114,16,0.22158,17,0.34555,10,-0.5601,12,-0.1630
ENSG00000186479,RGS7BP,18,-0.1291,8,-1.2970,11,-0.8248,28,0.60069,24,0.36091,21,0.09126,20,0.07129,24,0.32449,17,-0.2445
ENSG00000153006,SREK1IP1,56,0.39866,49,0.19401,32,-0.4671,61,0.53679,55,0.43443,30,-0.5915,20,-1.1528,48,0.16802,29,-0.6419
ENSG00000153015,CWC27,57,0.37554,53,0.25307,49,0.12908,41,-0.1665,25,-1.0099,47,0.04652,81,0.96856,28,-0.7488,47,0.07334
ENSG00000113595,TRIM23,43,-0.7724,36,-1.0738,43,-0.7914,100,0.55324,98,0.59499,56,-0.3820,65,-0.1443,90,0.37239,85,0.27506
ENSG00000113597,TRAPPC13,29,-0.0044,21,-0.4662,18,-0.7385,33,0.19899,31,0.11661,30,0.04228,30,0.07350,37,0.38164,30,0.05115
ENSG00000197860,SGTB,67,-0.1984,43,-0.8810,61,-0.3343,81,0.11731,92,0.37443,75,-0.0179,71,-0.0923,60,-0.3719,113,0.65800
ENSG00000123213,NLN,12,-0.4914,13,-0.3922,10,-0.8789,18,0.08399,17,-0.0563,17,-0.0335,20,0.24792,21,0.32189,27,0.73533
ENSG00000112851,ERBIN,112,1.65792,82,1.07905,26,-0.7453,49,0.20959,28,-0.7184,25,-0.8194,28,-0.6707,22,-1.0219,28,-0.6526
ENSG00000153914,SREK1,69,0.71651,60,0.48085,26,-0.8156,80,0.96914,28,-0.7706,47,0.09101,28,-0.7503,49,0.15996,30,-0.6226
ENSG00000069020,MAST4,62,0.91476,24,-0.6001,32,-0.1605,41,0.19911,30,-0.2802,24,-0.6213,56,0.74239,33,-0.1204,24,-0.6204
ENSG00000145675,PIK3R1,189,-0.1942,111,-1.0130,128,-0.8026,238,0.17570,306,0.68202,179,-0.2795,136,-0.7028,261,0.32795,281,0.44615
ENSG00000145740,SLC30A5,9,-1.0856,13,-0.6629,12,-0.7076,24,0.32387,23,0.27501,14,-0.5453,27,0.53181,19,-0.0257,31,0.76757
ENSG00000134056,MRPS36,75,0.20579,51,-0.4168,65,-0.0341,52,-0.3895,59,-0.2136,61,-0.1354,76,0.22001,77,0.25148,88,0.46382
ENSG00000134058,CDK7,6,-1.1951,4,-1.6632,20,0.56055,10,-0.4844,24,1.00892,15,0.13645,13,-0.1794,10,-0.5445,14,0.02807
ENSG00000085231,AK6,48,-0.1202,35,-0.5786,52,0.00790,23,-1.2182,60,0.28723,69,0.46432,57,0.15355,64,0.33981,47,-0.1334
ENSG00000273841,TAF9,68,-0.2128,50,-0.6667,64,-0.2956,80,0.04625,86,0.19162,71,-0.1379,75,-0.0423,113,0.62778,80,0.05423
ENSG00000152942,RAD17,30,0.68650,9,-1.2030,12,-0.7773,9,-1.1982,27,0.56634,13,-0.6619,32,0.80425,15,-0.3663,23,0.26176
ENSG00000145734,BDP1,70,0.42209,118,1.30967,28,-1.0129,121,1.36832,37,-0.6422,26,-1.1098,24,-1.2537,31,-0.8820,49,-0.1511
ENSG00000131844,MCCC2,16,0.07412,12,-0.3248,8,-0.8954,15,0.05332,15,0.04418,15,0.05356,17,0.18713,24,0.73688,11,-0.4097
ENSG00000131711,MAP1B,903,-0.8797,2107,0.46430,677,-1.3157,4679,1.91374,1636,0.05711,488,-1.8046,964,-0.7786,1197,-0.4444,1566,-0.0201
ENSG00000113048,MRPS27,11,-1.9585,19,-1.1841,35,-0.2205,39,-0.0761,63,0.81600,34,-0.2775,53,0.41232,49,0.30570,43,0.06333
ENSG00000049883,PTCD2,10,-0.0783,6,-0.9033,11,-0.0026,12,0.20286,10,-0.0481,19,0.93742,10,-0.1815,7,-0.7097,12,0.18966
ENSG00000083312,TNPO1,44,0.34072,23,-0.6881,23,-0.6700,32,-0.1425,41,0.27725,52,0.61356,23,-0.6442,41,0.22368,34,-0.0591
ENSG00000145741,BTF3,277,0.58675,147,-0.4348,160,-0.3031,97,-1.0722,188,-0.0547,231,0.28395,235,0.31507,199,0.04166,215,0.16838
ENSG00000164331,ANKRA2,9,-0.3040,7,-0.5503,8,-0.4613,10,-0.0401,15,0.64869,10,-0.0501,19,0.90236,5,-0.9711,7,-0.5482
ENSG00000214944,ARHGEF28,9,-0.4919,2,-2.3446,7,-0.8657,23,0.91401,20,0.76327,9,-0.4971,7,-0.9837,14,0.16561,18,0.54948
ENSG00000171617,ENC1,949,-1.1298,411,-2.3759,1696,-0.2339,951,-1.1271,3511,1.15335,2891,0.63455,960,-1.1132,2797,0.57879,1971,0.00530
ENSG00000049860,HEXB,25,-0.2745,26,-0.2034,30,0.04576,22,-0.4750,28,-0.0566,34,0.24541,36,0.31288,36,0.30692,29,-0.0217
ENSG00000164347,GFM2,6,-1.7974,12,-0.8603,23,0.13397,25,0.28814,17,-0.3376,26,0.30181,35,0.79932,23,0.11620,27,0.40266
ENSG00000164346,NSA2,325,0.72522,179,-0.2506,232,0.16705,128,-0.7658,185,-0.2164,214,0.03180,224,0.10613,236,0.19099,186,-0.1909
ENSG00000198780,FAM169A,36,-0.3877,33,-0.5303,38,-0.3037,85,0.99746,49,0.08601,49,0.07654,43,-0.1150,31,-0.6400,52,0.18228
ENSG00000113161,HMGCR,74,-0.6939,49,-1.3235,57,-1.0834,111,-0.0619,192,0.99471,116,0.01194,77,-0.6404,130,0.19288,156,0.48643
ENSG00000113163,CERT1,56,-0.1216,39,-0.6872,39,-0.7036,78,0.40077,84,0.60228,51,-0.2732,70,0.22136,53,-0.2106,54,-0.1786
ENSG00000122008,POLK,21,0.80149,14,0.13712,10,-0.4042,15,0.20734,16,0.35944,16,0.32416,8,-0.6838,3,-2.0166,10,-0.3274
ENSG00000145708,CRHBP,36,0.63010,11,-1.2471,8,-1.7089,85,2.24490,2,-3.7887,9,-1.5492,83,2.19419,4,-2.6797,5,-2.2889
ENSG00000164252,AGGF1,38,-0.5211,41,-0.4156,33,-0.7440,57,0.10932,71,0.52763,37,-0.5867,60,0.19302,58,0.13250,68,0.38787
ENSG00000113231,PDE8B,36,-1.1050,45,-0.7463,58,-0.3810,34,-1.1777,58,-0.4106,288,2.52884,43,-0.8206,75,0.04332,38,-1.0063
ENSG00000164253,WDR41,38,0.65049,16,-0.7103,19,-0.4878,31,0.32513,21,-0.3123,14,-0.9416,26,0.02456,26,0.02987,43,0.84727
ENSG00000171530,TBCA,337,-0.2358,272,-0.5693,389,-0.0096,306,-0.3878,419,0.12736,334,-0.2506,472,0.30343,377,-0.0604,585,0.66352
ENSG00000132842,AP3B1,20,0.55932,19,0.42422,8,-0.8658,26,0.95343,9,-0.8454,20,0.53823,15,0.05455,6,-1.2284,12,-0.2542
ENSG00000085365,SCAMP1,94,-0.3633,58,-1.0916,71,-0.8026,207,0.92493,133,0.21623,129,0.13489,144,0.31749,108,-0.1533,107,-0.1573
ENSG00000152409,JMY,21,0.12395,20,0.04176,9,-1.0980,36,1.00490,23,0.31489,24,0.29464,16,-0.3208,14,-0.5460,9,-1.1358
ENSG00000152413,HOMER1,81,-0.1906,44,-1.1128,83,-0.1495,93,0.04133,139,0.81155,125,0.51731,48,-0.9780,76,-0.2860,81,-0.1738
ENSG00000164329,TENT2,6,-0.8519,9,-0.2628,9,-0.3482,9,-0.2777,12,0.06437,18,0.80110,11,-0.0210,15,0.48839,10,-0.1673
ENSG00000177034,MTX3,30,0.03853,14,-1.1472,22,-0.4323,32,0.14338,36,0.35354,31,0.09415,32,0.14674,28,-0.0631,33,0.16289
ENSG00000113296,THBS4,3,-1.4433,21,1.28857,4,-1.3035,9,-0.1216,10,0.04592,7,-0.4975,16,0.82864,12,0.39249,4,-1.3658
ENSG00000164300,SERINC5,52,2.17536,24,0.70615,7,-1.1505,20,0.41212,4,-2.0045,4,-1.9539,23,0.64472,8,-1.0164,7,-1.0993
ENSG00000039319,ZFYVE16,33,1.34453,24,0.77428,8,-0.8763,23,0.69533,8,-0.9486,8,-0.9599,15,0.03841,7,-1.0370,13,-0.2001
ENSG00000249042,AC008771.1,19,-0.4603,12,-1.1017,26,0.01408,23,-0.1780,42,0.99172,26,0.04467,23,-0.1406,19,-0.4445,21,-0.2803
ENSG00000228716,DHFR,11,-0.1748,17,0.49760,5,-1.2564,15,0.33997,18,0.69688,10,-0.3466,14,0.22791,9,-0.4663,6,-1.1169
ENSG00000113318,MSH3,18,-0.3795,22,-0.0794,29,0.38690,27,0.24463,20,-0.2296,23,-0.0053,16,-0.5326,27,0.27429,27,0.26477
ENSG00000113319,RASGRF2,32,-0.9448,12,-2.3388,67,0.18439,21,-1.6136,60,0.02143,189,2.05426,38,-0.6932,90,0.67850,26,-1.2934
ENSG00000131732,ZCCHC9,21,0.99094,12,0.15759,6,-0.8810,8,-0.4941,7,-0.6700,9,-0.2712,14,0.37230,14,0.28783,13,0.20527
ENSG00000145687,SSBP2,49,-0.3347,37,-0.7777,50,-0.3161,96,0.74185,72,0.28418,51,-0.2855,83,0.48674,49,-0.3459,53,-0.2127
ENSG00000152348,ATG10,12,0.10554,11,-0.1009,7,-0.8152,19,0.74603,11,-0.0904,12,0.09035,7,-0.7013,18,0.66492,8,-0.4927
ENSG00000186468,RPS23,1349,0.97507,977,0.42452,833,0.16478,406,-0.9614,502,-0.6996,726,-0.0581,796,0.09058,790,0.07931,644,-0.2482
ENSG00000174695,TMEM167A,89,0.14814,53,-0.6669,59,-0.4947,108,0.45217,85,0.08282,75,-0.1354,80,-0.0291,103,0.37907,77,-0.0944
ENSG00000038427,VCAN,59,1.83207,41,1.15549,10,-1.0903,26,0.37804,8,-1.4576,15,-0.4468,8,-1.4209,22,0.09173,7,-1.4983
ENSG00000164176,EDIL3,139,-0.1485,131,-0.2420,113,-0.4819,148,-0.0519,149,-0.0530,315,1.22042,123,-0.3466,165,0.12014,99,-0.6868
ENSG00000127184,COX7C,984,-0.0793,894,-0.2311,1144,0.16272,731,-0.5455,895,-0.2555,1140,0.15728,1321,0.39895,1143,0.16134,1192,0.23008
ENSG00000145715,RASA1,34,-0.2367,18,-1.2275,31,-0.4249,37,-0.1167,57,0.64650,44,0.13272,33,-0.3268,42,0.06189,50,0.34910
ENSG00000134480,CCNH,114,1.15453,49,-0.2540,35,-0.7403,51,-0.1811,53,-0.1406,50,-0.1993,48,-0.2837,64,0.19355,54,-0.0754
ENSG00000164180,TMEM161B,33,1.35651,11,-0.4759,10,-0.6224,16,0.13406,12,-0.3499,8,-0.8481,8,-0.9338,15,0.02258,22,0.66773
ENSG00000247828,TMEM161B-AS1,36,-0.8298,44,-0.5035,47,-0.4219,41,-0.6374,54,-0.2284,90,0.62924,74,0.30302,122,1.16149,51,-0.2940
ENSG00000245526,LINC00461,51,0.24895,58,0.47430,30,-0.5856,44,0.02111,36,-0.3127,36,-0.2849,70,0.76415,44,-0.0022,30,-0.5696
ENSG00000081189,MEF2C,350,-0.6184,321,-0.7489,351,-0.6134,742,0.58855,639,0.38873,264,-1.0507,481,-0.1207,624,0.29954,773,0.65733
ENSG00000153140,CETN3,28,0.12017,28,0.09486,19,-0.4626,35,0.48921,29,0.19053,11,-1.3126,29,0.14709,16,-0.7768,37,0.56770
ENSG00000176055,MBLAC2,16,-0.4485,8,-1.4062,8,-1.5093,24,0.21597,33,0.82141,22,0.05531,18,-0.2206,30,0.56450,20,-0.0902
ENSG00000164199,ADGRV1,1,-2.8912,30,1.48173,22,0.91646,9,-0.4929,10,-0.4672,6,-1.1814,23,1.00905,9,-0.4809,5,-1.2194
ENSG00000113369,ARRDC3,47,0.79725,44,0.67825,14,-1.1079,52,0.97703,22,-0.4683,42,0.58766,20,-0.5678,14,-1.1376,13,-1.2449
ENSG00000237187,NR2F1-AS1,21,-1.5961,46,-0.4237,69,0.21505,46,-0.4318,67,0.17691,37,-0.7457,82,0.49449,70,0.22999,100,0.82632
ENSG00000175745,NR2F1,83,-0.9505,109,-0.5395,140,-0.1403,217,0.57255,197,0.46352,115,-0.4507,174,0.20510,146,-0.0738,154,0.01054
ENSG00000113391,FAM172A,34,-0.0141,24,-0.5332,36,0.09726,36,0.07038,36,0.08514,41,0.27969,33,-0.0622,43,0.36384,23,-0.5814
ENSG00000133302,SLF1,13,-1.1559,18,-0.7209,25,-0.1926,19,-0.6591,41,0.66505,52,1.00267,26,-0.1477,31,0.13875,20,-0.5867
ENSG00000175471,MCTP1,32,-0.4819,32,-0.4913,30,-0.5626,69,0.73208,56,0.46598,39,-0.1787,45,0.05854,35,-0.3440,42,-0.0485
ENSG00000198677,TTC37,56,-0.0121,37,-0.6702,44,-0.4051,65,0.20751,62,0.14205,52,-0.1545,64,0.18747,72,0.36875,57,-0.0063
ENSG00000164292,RHOBTB3,64,0.58770,123,1.76470,38,-0.2593,72,0.78063,14,-1.8441,19,-1.3320,46,0.05430,27,-0.8015,30,-0.6327
ENSG00000173221,GLRX,53,0.21577,18,-1.4494,46,-0.0368,30,-0.7013,48,0.04875,51,0.13739,56,0.30644,65,0.52594,52,0.18051
ENSG00000118985,ELL2,156,1.39484,48,-0.5725,53,-0.4153,77,0.18524,73,0.10101,57,-0.2984,48,-0.5553,46,-0.6372,58,-0.2764
ENSG00000175426,PCSK1,15,-0.7573,7,-1.7657,10,-1.2944,69,1.80828,28,0.24515,6,-2.1516,21,-0.2320,14,-0.8330,45,1.03168
ENSG00000153113,CAST,82,1.69276,37,0.31101,16,-1.0308,29,-0.0744,27,-0.2093,21,-0.6110,22,-0.5389,26,-0.2435,20,-0.6737
ENSG00000113441,LNPEP,54,0.11450,31,-0.7747,23,-1.2049,93,1.00568,68,0.55010,56,0.16843,37,-0.4914,37,-0.4881,39,-0.4004
ENSG00000145721,LIX1,11,0.06920,30,1.70196,7,-0.6231,21,1.04313,2,-2.3083,2,-2.2518,14,0.33413,10,-0.0708,9,-0.2194
ENSG00000174136,RGMB,69,-0.3759,36,-1.3724,49,-0.9051,89,0.02147,147,1.00078,131,0.64460,53,-0.7808,89,0.02047,70,-0.3703
ENSG00000153922,CHD1,60,1.91099,23,0.19270,12,-0.8320,20,-0.0454,14,-0.6260,13,-0.6781,18,-0.1709,14,-0.6042,15,-0.4673
ENSG00000174132,FAM174A,31,-0.7277,24,-1.0957,29,-0.8156,70,0.56115,56,0.22551,58,0.24925,80,0.78115,39,-0.4013,53,0.10440
ENSG00000113532,ST8SIA4,8,-0.4452,8,-0.4285,3,-1.7228,29,1.63018,9,-0.3367,9,-0.3312,22,1.12195,5,-0.9972,7,-0.6541
ENSG00000145730,PAM,98,-0.2966,40,-1.6625,68,-0.8535,142,0.29969,133,0.22576,158,0.47967,178,0.67911,131,0.17598,96,-0.3156
