Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000142684,ZNF593,40,-0.0025,34,-0.2542,41,0.05246,38,-0.0654,34,-0.2877,38,-0.0597,48,0.31608,58,0.60471,33,-0.2909
ENSG00000142669,SH3BGRL3,364,0.65652,198,-0.3343,196,-0.3472,283,0.23427,237,-0.0563,246,0.01121,179,-0.4923,250,0.03893,254,0.06104
ENSG00000158062,UBXN11,22,0.01559,12,-0.8896,20,-0.1565,10,-1.1624,29,0.55257,23,0.10172,18,-0.3011,22,0.02976,32,0.61101
ENSG00000117682,DHDDS,18,0.11336,11,-0.6791,18,0.07409,25,0.58398,22,0.50364,12,-0.5325,19,0.20451,11,-0.7094,12,-0.5581
ENSG00000198830,HMGN2,208,0.83969,126,0.00603,131,0.07725,116,-0.1205,104,-0.3286,98,-0.3799,165,0.45007,92,-0.4760,107,-0.2460
ENSG00000117713,ARID1A,79,0.45264,38,-0.6852,41,-0.5755,80,0.46952,66,0.18078,67,0.17360,45,-0.4383,53,-0.1846,62,0.05745
ENSG00000204160,ZDHHC18,16,-0.4202,10,-1.1071,15,-0.4813,25,0.29632,25,0.35817,24,0.23817,26,0.33572,22,0.08343,19,-0.1049
ENSG00000142751,GPN2,4,-2.0557,11,-0.5090,12,-0.3523,16,0.01905,20,0.42358,13,-0.2523,20,0.38579,24,0.66606,17,0.11192
ENSG00000090273,NUDC,213,0.12355,148,-0.4589,236,0.28319,123,-0.7440,218,0.17991,237,0.29099,259,0.43739,157,-0.3654,169,-0.2516
ENSG00000253368,TRNP1,38,-0.4913,24,-1.1741,42,-0.3510,35,-0.6331,44,-0.3186,37,-0.5522,117,1.36267,55,0.06443,89,0.87306
ENSG00000090020,SLC9A1,19,0.08012,9,-1.0996,13,-0.5064,26,0.54526,21,0.21762,22,0.30998,20,0.13115,16,-0.2333,17,-0.1262
ENSG00000142784,WDTC1,13,-1.0317,27,0.13920,31,0.34734,41,0.81546,23,-0.1475,27,0.12537,28,0.18094,22,-0.1812,14,-0.8339
ENSG00000186501,TMEM222,38,-0.6275,41,-0.5117,43,-0.4535,70,0.31645,64,0.19164,58,0.02106,64,0.17100,54,-0.1057,78,0.50019
ENSG00000158195,WASF2,73,1.98532,39,0.82985,14,-0.8393,17,-0.4730,12,-1.1254,6,-2.0318,27,0.24385,14,-0.7922,21,-0.1480
ENSG00000126705,AHDC1,36,-0.2046,22,-0.9824,18,-1.2103,79,1.08821,55,0.56496,33,-0.3490,23,-0.8701,33,-0.3359,55,0.47132
ENSG00000126709,IFI6,389,1.98106,144,0.19437,63,-1.0961,245,1.10094,70,-1.0098,53,-1.3520,88,-0.5752,66,-1.0140,85,-0.6357
ENSG00000009780,FAM76A,9,-0.5236,11,-0.2308,9,-0.5989,17,0.37823,26,1.33682,11,-0.2891,6,-1.0685,6,-1.1418,10,-0.3820
ENSG00000117758,STX12,129,0.55543,80,-0.2217,60,-0.6733,126,0.51714,82,-0.1907,46,-1.0629,93,0.02218,89,-0.0519,131,0.57398
ENSG00000117751,PPP1R8,36,0.29878,20,-0.6400,22,-0.4439,36,0.30862,30,0.02172,25,-0.2776,36,0.27693,29,-0.0736,35,0.24261
ENSG00000117748,RPA2,45,-0.1415,24,-1.0965,45,-0.1612,55,0.15934,64,0.47452,50,0.00140,41,-0.2966,41,-0.3098,67,0.49271
ENSG00000126698,DNAJC8,148,-0.0676,129,-0.2896,157,0.02143,133,-0.2409,178,0.25797,141,-0.1437,176,0.20981,127,-0.3045,179,0.23407
ENSG00000130770,ATP5IF1,416,-0.6387,351,-0.8981,841,0.48373,333,-0.9800,742,0.31686,673,0.11995,638,0.03261,915,0.62519,599,-0.0692
ENSG00000204138,PHACTR4,11,0.18260,17,0.91719,6,-0.5759,16,0.82701,6,-0.6777,11,0.22568,7,-0.3395,10,0.11537,4,-1.3325
ENSG00000180098,TRNAU1AP,36,1.20845,12,-0.5138,12,-0.5949,16,-0.0862,15,-0.2800,17,-0.0174,17,-0.0278,16,-0.1007,17,-0.0257
ENSG00000197989,SNHG12,24,0.98319,13,-0.0361,9,-0.5517,9,-0.6487,9,-0.6448,18,0.50151,20,0.62571,14,0.04102,8,-0.7298
ENSG00000120656,TAF12,17,0.38561,10,-0.4221,13,-0.0370,13,-0.0454,13,-0.0916,15,0.22545,9,-0.5876,17,0.40148,13,-0.0011
ENSG00000198492,YTHDF2,75,0.14243,39,-0.8986,41,-0.8258,103,0.66080,101,0.73212,61,-0.1973,59,-0.2395,53,-0.4040,56,-0.3368
ENSG00000116350,SRSF4,50,0.25438,38,-0.1851,40,-0.0937,38,-0.1823,41,-0.0703,28,-0.6675,55,0.42105,67,0.74053,28,-0.6369
ENSG00000116353,MECR,15,-1.1020,23,-0.5331,29,-0.1343,28,-0.2096,31,-0.0578,30,-0.1052,31,-0.0638,40,0.36787,61,1.08840
ENSG00000060656,PTPRU,9,-0.0293,7,-0.3553,2,-2.2935,47,3.20007,4,-1.3602,3,-1.4288,4,-1.0693,2,-2.2882,8,-0.1052
ENSG00000162511,LAPTM5,198,2.08811,91,0.65043,68,0.16833,33,-0.9714,22,-1.6974,43,-0.5643,51,-0.2741,54,-0.1932,32,-1.0233
ENSG00000162512,SDC3,188,0.23424,134,-0.3110,115,-0.5471,159,-0.0393,173,0.11269,132,-0.3322,183,0.19027,239,0.62807,132,-0.3340
ENSG00000134644,PUM1,117,-0.0122,63,-0.9762,58,-1.0903,216,1.01000,138,0.29401,78,-0.6351,101,-0.2426,115,-0.0441,154,0.43202
ENSG00000060688,SNRNP40,5,-1.6362,13,-0.3527,12,-0.4856,16,-0.1278,18,0.12831,15,-0.1458,19,0.21351,28,0.80488,23,0.51546
ENSG00000121766,ZCCHC17,110,-0.4688,87,-0.8352,108,-0.5036,128,-0.2403,197,0.52366,185,0.35096,118,-0.3708,164,0.16036,194,0.43159
ENSG00000121769,FABP3,86,-0.7997,99,-0.5842,101,-0.5465,137,-0.0684,196,0.59362,97,-0.6018,170,0.27662,159,0.17293,190,0.45794
ENSG00000162517,PEF1,67,-0.3181,38,-1.1903,69,-0.2656,58,-0.5427,118,0.69503,105,0.40006,58,-0.5524,76,-0.1265,113,0.52051
ENSG00000084636,COL16A1,37,0.64616,19,-0.3928,15,-0.8209,30,0.30639,26,0.08970,20,-0.3659,20,-0.3221,36,0.58050,20,-0.3485
ENSG00000121753,ADGRB2,142,-0.3685,94,-1.0019,144,-0.3488,174,-0.0492,247,0.60413,205,0.21572,157,-0.2161,223,0.35258,161,-0.1717
ENSG00000184007,PTP4A2,280,1.05510,183,0.33056,97,-0.6650,154,0.04824,144,-0.0568,122,-0.3183,148,-0.0173,89,-0.8031,130,-0.2229
ENSG00000121774,KHDRBS1,99,-0.2542,84,-0.5235,92,-0.3816,142,0.31175,117,0.00158,120,0.04538,131,0.18592,109,-0.1068,157,0.48347
ENSG00000121775,TMEM39B,2,-2.1869,8,-0.4174,6,-0.8642,15,0.42584,17,0.77261,16,0.53255,7,-0.6901,7,-0.7970,17,0.66405
ENSG00000025800,KPNA6,38,-0.3461,34,-0.5460,26,-0.9230,90,1.04699,59,0.39295,46,-0.0585,38,-0.3443,45,-0.0785,42,-0.2107
ENSG00000084652,TXLNA,37,1.32216,14,-0.2506,15,-0.1372,16,-0.0762,19,0.18229,20,0.30394,7,-1.3126,11,-0.6566,10,-0.8046
ENSG00000160050,CCDC28B,10,-0.8047,15,-0.1324,29,0.87825,15,-0.1959,10,-0.8097,29,0.92809,23,0.53378,15,-0.1386,10,-0.7856
ENSG00000084623,EIF3I,142,0.52458,76,-0.4703,100,-0.0444,86,-0.2804,106,0.05072,118,0.23129,118,0.22663,99,-0.0623,76,-0.4635
ENSG00000175130,MARCKSL1,291,0.74681,318,0.90151,147,-0.3609,193,0.07004,87,-1.2662,103,-0.9086,340,1.01957,132,-0.5287,151,-0.3245
ENSG00000160058,BSDC1,70,0.30189,41,-0.5309,39,-0.5970,60,0.06988,62,0.13739,76,0.43833,65,0.18158,46,-0.3480,56,-0.0566
ENSG00000160062,ZBTB8A,8,-0.2484,11,0.27573,3,-1.5902,13,0.56884,13,0.72473,14,0.69233,7,-0.3794,5,-0.8729,3,-1.4783
ENSG00000176261,ZBTB8OS,65,0.61220,32,-0.5305,54,0.30775,35,-0.3594,34,-0.4395,58,0.43315,45,0.03424,58,0.43733,28,-0.7066
ENSG00000162521,RBBP4,90,0.13741,71,-0.2422,77,-0.1092,95,0.22430,80,-0.0538,93,0.19309,105,0.39480,65,-0.3711,69,-0.2851
ENSG00000162522,KIAA1522,14,-0.5029,19,-0.0281,29,0.66628,7,-1.4457,20,0.04815,28,0.62341,21,0.12880,11,-0.8748,24,0.33525
ENSG00000134684,YARS,51,-0.9183,54,-0.8487,88,-0.0900,91,-0.0324,121,0.49181,71,-0.4259,110,0.27496,109,0.25522,113,0.31933
ENSG00000116497,S100PBP,16,0.51369,10,-0.1639,9,-0.3619,19,0.87145,11,-0.0924,11,-0.0388,11,-0.0936,10,-0.1660,6,-1.0074
ENSG00000160097,FNDC5,24,0.11204,15,-0.5738,17,-0.3949,21,-0.1030,18,-0.3032,11,-0.9925,53,1.50610,19,-0.2540,23,0.08111
ENSG00000121905,HPCA,197,-0.5005,109,-1.3924,200,-0.4712,228,-0.2717,358,0.52803,251,-0.1196,302,0.17760,313,0.23855,386,0.58436
ENSG00000121900,TMEM54,59,0.37966,43,-0.1305,44,-0.1096,48,0.04871,39,-0.3222,22,-1.1656,58,0.34491,51,0.13357,65,0.53850
ENSG00000116514,RNF19B,33,0.31770,14,-0.9918,18,-0.6376,27,0.00109,30,0.20513,24,-0.1644,30,0.17940,43,0.75726,20,-0.4561
ENSG00000004455,AK2,36,1.11553,24,0.43305,14,-0.3773,21,0.18864,10,-0.9447,14,-0.3780,19,0.02822,18,-0.0413,17,-0.1437
ENSG00000142920,AZIN2,13,-0.6508,9,-1.2057,7,-1.4362,22,0.19576,23,0.31345,17,-0.1791,33,0.85301,21,0.10776,27,0.49203
ENSG00000160094,ZNF362,12,-0.0406,14,0.19336,11,-0.1134,20,0.79607,15,0.36252,9,-0.4416,8,-0.6199,8,-0.6110,10,-0.3377
ENSG00000134686,PHC2,88,0.72721,55,-0.0429,39,-0.5882,68,0.30674,55,-0.0259,46,-0.3327,64,0.19654,39,-0.5810,55,-0.0430
ENSG00000163866,SMIM12,57,0.11423,33,-0.7471,49,-0.1188,50,-0.1079,49,-0.1424,45,-0.2536,55,0.05184,60,0.18762,85,0.76402
ENSG00000116544,DLGAP3,23,-1.1334,34,-0.5487,76,0.71758,36,-0.4924,48,-0.0298,82,0.86339,27,-0.8830,50,0.02842,63,0.42801
ENSG00000163867,ZMYM6,10,-0.4094,8,-0.8186,8,-0.8640,21,0.68573,16,0.36460,16,0.24271,16,0.28037,12,-0.1459,11,-0.2671
ENSG00000116560,SFPQ,208,0.52541,124,-0.2989,94,-0.7259,171,0.20217,153,0.03497,161,0.10608,133,-0.1904,177,0.26044,129,-0.2381
ENSG00000146463,ZMYM4,42,0.29817,31,-0.1880,45,0.41209,32,-0.1399,28,-0.3678,40,0.23037,33,-0.0792,34,-0.0468,35,0.01023
ENSG00000142687,KIAA0319L,29,-0.8920,38,-0.4978,42,-0.3312,66,0.38442,68,0.49130,42,-0.3192,57,0.14036,46,-0.1927,64,0.33903
ENSG00000020129,NCDN,284,-1.0154,187,-1.6426,304,-0.9075,353,-0.6804,908,0.99881,1148,1.26378,331,-0.7797,592,0.13271,434,-0.3606
ENSG00000126067,PSMB2,152,0.21985,69,-1.0105,106,-0.3553,129,-0.0450,179,0.57023,109,-0.3132,141,0.09530,114,-0.2378,147,0.16846
ENSG00000142686,C1orf216,80,-0.0535,34,-1.3650,74,-0.1870,97,0.24240,112,0.55500,125,0.66899,60,-0.5004,74,-0.1792,63,-0.4359
ENSG00000092847,AGO1,12,-0.5685,14,-0.3039,18,0.04243,31,0.94454,14,-0.4342,17,-0.0884,9,-1.0334,28,0.77408,19,0.10847
ENSG00000126070,AGO3,8,-0.9206,20,0.48958,6,-1.3968,30,1.13040,20,0.47691,14,-0.0702,10,-0.6291,14,-0.1346,9,-0.7817
ENSG00000116863,ADPRHL2,11,-0.6815,12,-0.5399,14,-0.3766,14,-0.3900,21,0.31939,24,0.47272,26,0.65706,15,-0.2778,18,0.04456
ENSG00000054116,TRAPPC3,37,-0.5535,26,-1.1178,53,-0.0107,41,-0.4053,64,0.33577,47,-0.1997,74,0.53262,63,0.27511,64,0.28370
ENSG00000116871,MAP7D1,152,-0.0460,81,-1.0238,167,0.09630,107,-0.5959,188,0.32909,228,0.60953,154,-0.0311,144,-0.1403,161,0.04390
ENSG00000054118,THRAP3,81,0.53855,42,-0.5052,39,-0.6287,77,0.46066,64,0.17941,46,-0.3738,64,0.15497,55,-0.0744,48,-0.2842
ENSG00000196182,STK40,20,0.28284,15,-0.1516,18,0.05652,16,-0.1166,15,-0.1710,16,-0.1159,15,-0.1880,22,0.39263,17,0.04110
ENSG00000181817,LSM10,36,-0.2765,29,-0.5876,46,0.13932,27,-0.7236,53,0.39185,33,-0.3708,59,0.53594,48,0.20369,41,-0.0531
ENSG00000116885,OSCP1,7,-1.3942,11,-0.7966,13,-0.5501,8,-1.2244,31,0.96162,22,0.26510,20,0.08212,24,0.35648,20,0.12953
ENSG00000116898,MRPS15,44,-0.3165,39,-0.4891,56,0.07830,33,-0.7299,60,0.21786,53,-0.0203,60,0.18317,62,0.23726,67,0.36434
ENSG00000163873,GRIK3,22,0.72708,7,-1.0925,2,-2.4234,62,2.81191,4,-1.7937,7,-1.0773,21,0.70243,3,-2.0246,5,-1.4310
ENSG00000163875,MEAF6,76,-0.3330,60,-0.6992,61,-0.6709,116,0.35631,117,0.41080,91,-0.0450,106,0.20762,71,-0.4310,120,0.40945
ENSG00000163877,SNIP1,13,0.06489,8,-0.6819,6,-1.0618,16,0.36766,15,0.27292,14,0.11476,9,-0.5889,22,0.88434,10,-0.4171
ENSG00000134697,GNL2,25,0.66043,20,0.33062,16,-0.0588,18,0.09563,15,-0.1592,11,-0.6265,12,-0.5352,25,0.67307,9,-0.9685
ENSG00000116922,C1orf109,14,-0.0532,6,-1.1786,8,-0.9325,11,-0.3734,19,0.49025,5,-1.4325,20,0.53446,16,0.14941,26,0.92990
ENSG00000183317,EPHA10,13,-0.1389,3,-2.2063,10,-0.5920,5,-1.5462,20,0.66407,31,1.28846,11,-0.3704,16,0.16397,13,-0.1248
ENSG00000185090,MANEAL,24,-0.6285,18,-1.1177,22,-0.7844,23,-0.7229,63,1.05200,36,-0.0283,28,-0.4076,36,-0.0201,53,0.60886
ENSG00000196449,YRDC,20,0.45869,8,-0.8840,9,-0.7169,12,-0.2702,19,0.46030,12,-0.2921,11,-0.5109,17,0.25294,20,0.48628
ENSG00000197982,C1orf122,197,0.09699,220,0.27086,227,0.32447,118,-0.7158,193,0.07246,98,-0.9990,248,0.47338,175,-0.0922,188,0.01930
ENSG00000183431,SF3A3,35,-0.0804,25,-0.5946,31,-0.2595,31,-0.2917,35,-0.1188,43,0.22931,46,0.35248,38,0.03326,52,0.54506
ENSG00000183520,UTP11,60,0.89535,22,-0.7404,37,0.09130,21,-0.8196,47,0.53349,29,-0.2969,27,-0.4314,48,0.49626,14,-1.3764
ENSG00000116954,RRAGC,60,0.56763,26,-0.7508,29,-0.5806,52,0.32845,58,0.60686,34,-0.3399,44,0.07284,34,-0.3218,26,-0.7405
ENSG00000174574,AKIRIN1,112,0.17494,51,-1.0676,94,-0.1171,76,-0.4520,137,0.57577,115,0.20555,71,-0.5468,102,0.01929,114,0.20061
ENSG00000168653,NDUFS5,492,-0.6499,584,-0.3826,871,0.25455,448,-0.7918,690,-0.1354,676,-0.1532,871,0.25463,1092,0.62989,1027,0.52688
ENSG00000127603,MACF1,99,0.27478,103,0.34654,52,-0.7312,149,0.96596,58,-0.6348,58,-0.5532,97,0.24896,84,0.01993,75,-0.1733
ENSG00000090621,PABPC4,99,1.03304,66,0.33502,48,-0.1695,71,0.46765,34,-0.7475,46,-0.2201,40,-0.4516,48,-0.1567,46,-0.2348
ENSG00000116983,HPCAL4,262,-0.2834,199,-0.7094,333,0.10154,309,-0.0199,380,0.36042,347,0.16734,243,-0.4015,349,0.17689,327,0.06861
ENSG00000084072,PPIE,36,0.39171,18,-0.6499,27,-0.0756,24,-0.2348,29,0.06529,18,-0.6962,41,0.60733,37,0.46726,21,-0.4430
ENSG00000168389,MFSD2A,101,2.43659,20,-0.4745,12,-1.2077,19,-0.5083,21,-0.4380,20,-0.4131,12,-1.2463,21,-0.3385,19,-0.4818
ENSG00000131236,CAP1,172,0.06976,120,-0.4917,156,-0.0818,119,-0.5029,217,0.52227,173,0.08619,148,-0.1689,171,0.06442,149,-0.1524
ENSG00000131238,PPT1,91,-0.1461,81,-0.3354,69,-0.5876,105,0.07115,104,0.07255,109,0.13644,163,0.80325,67,-0.6343,109,0.12738
ENSG00000117000,RLF,10,-0.2160,9,-0.2306,9,-0.3215,16,0.58893,15,0.55583,14,0.41636,14,0.41037,3,-1.7926,5,-1.2811
ENSG00000259943,AL050341.2,8,-0.9799,13,-0.2933,20,0.38096,11,-0.5191,16,-0.0247,22,0.48618,23,0.58048,16,0.02184,14,-0.1786
ENSG00000084073,ZMPSTE24,38,0.39991,27,-0.1507,26,-0.2194,45,0.66500,31,0.06429,29,-0.0184,14,-1.1202,40,0.49525,16,-0.9570
ENSG00000049089,COL9A2,5,-0.7113,28,2.06246,7,-0.2567,8,-0.0727,6,-0.4550,4,-1.1602,4,-1.0275,11,0.47482,4,-1.0250
ENSG00000084070,SMAP2,132,-0.0403,64,-1.1558,105,-0.3999,152,0.18514,182,0.55205,132,-0.0461,111,-0.3261,173,0.38999,124,-0.1455
ENSG00000117016,RIMS3,57,-0.5899,61,-0.4870,68,-0.3161,134,0.77442,67,-0.3869,41,-1.1007,99,0.27762,75,-0.1721,166,1.15126
ENSG00000066136,NFYC,35,0.15217,17,-0.9738,22,-0.5557,53,0.83764,30,-0.1329,38,0.26768,40,0.36522,19,-0.7801,35,0.16808
ENSG00000179862,CITED4,38,1.05760,7,-1.4875,9,-1.1161,11,-0.9646,32,0.88814,11,-0.9182,29,0.57272,17,-0.2584,14,-0.5019
ENSG00000171793,CTPS1,10,-0.5215,4,-1.7105,11,-0.4171,13,-0.0942,16,0.21249,18,0.43479,17,0.30513,13,-0.1056,22,0.72030
ENSG00000127124,HIVEP3,15,-0.2194,9,-0.9284,9,-0.9153,40,1.41118,20,0.25104,11,-0.6956,17,0.00747,13,-0.4090,18,0.04443
ENSG00000198815,FOXJ3,37,-0.6459,22,-1.4271,34,-0.7728,66,0.28764,81,0.72010,54,-0.0344,51,-0.1150,75,0.49272,53,-0.0699
ENSG00000177181,RIMKLA,11,-1.0775,11,-0.9659,21,-0.0557,28,0.42258,24,0.21811,25,0.24899,30,0.51602,12,-0.9336,30,0.50202
ENSG00000127125,PPCS,51,-0.2521,49,-0.3048,65,0.12230,56,-0.1093,66,0.17230,36,-0.8025,64,0.10413,84,0.54548,63,0.07787
ENSG00000186409,CCDC30,19,0.10851,19,0.08453,16,-0.2420,16,-0.2397,15,-0.3782,9,-1.0684,24,0.46203,37,1.19298,12,-0.5886
ENSG00000171960,PPIH,18,0.14148,12,-0.4934,10,-0.8459,11,-0.6194,21,0.43646,21,0.38592,27,0.76146,15,-0.2237,11,-0.6286
ENSG00000065978,YBX1,304,2.15790,109,0.28404,65,-0.5375,48,-1.0095,42,-1.2989,72,-0.3776,131,0.58164,66,-0.4997,36,-1.4343
ENSG00000164008,C1orf50,8,-1.1977,19,0.10963,13,-0.5175,19,0.07773,15,-0.2985,23,0.38911,30,0.85467,14,-0.3660,23,0.39042
ENSG00000177868,SVBP,42,0.10322,28,-0.5292,37,-0.0790,22,-0.8804,43,0.18315,33,-0.2458,67,0.89250,39,-0.0216,37,-0.1093
ENSG00000117394,SLC2A1,309,3.40649,34,-0.8082,32,-0.8978,27,-1.1611,20,-1.7206,20,-1.5606,46,-0.3324,39,-0.5776,22,-1.4671
ENSG00000117395,EBNA1BP2,96,-0.1516,56,-0.9774,112,0.08827,42,-1.4175,148,0.63607,98,-0.1152,91,-0.2397,154,0.61732,112,0.08755
ENSG00000179178,TMEM125,24,1.80796,18,1.29531,0,-3.5558,19,1.34607,5,-0.8129,0,-4.0345,2,-1.7247,1,-2.9106,8,-0.0382
ENSG00000066322,ELOVL1,48,1.86468,28,0.88619,5,-1.6285,22,0.47364,7,-1.2891,5,-1.7329,19,0.26614,10,-0.7631,11,-0.5904
ENSG00000159479,MED8,27,0.27556,11,-1.1727,31,0.48295,27,0.24764,24,0.06413,11,-1.0462,35,0.70234,20,-0.2176,19,-0.2597
ENSG00000178922,HYI,28,0.77606,15,-0.1907,20,0.19647,16,-0.1216,17,-0.0574,11,-0.6328,16,-0.1600,8,-1.1239,26,0.62513
ENSG00000142949,PTPRF,102,-0.6013,78,-1.0168,134,-0.1708,111,-0.4697,246,0.97389,151,0.01354,116,-0.4050,130,-0.2196,181,0.30778
ENSG00000066135,KDM4A,15,-0.0059,10,-0.7002,13,-0.3010,21,0.49612,21,0.58640,13,-0.2320,8,-0.9994,20,0.43880,11,-0.4491
ENSG00000126091,ST3GAL3,23,-0.2254,19,-0.5151,32,0.31464,24,-0.1771,26,-0.0315,30,0.22093,46,0.90775,20,-0.4527,19,-0.5307
ENSG00000117408,IPO13,54,0.23047,41,-0.2088,38,-0.3137,39,-0.2752,46,-0.0232,81,0.91202,22,-1.1563,59,0.35986,41,-0.2001
ENSG00000117410,ATP6V0B,258,-0.4702,202,-0.8440,251,-0.5089,376,0.12607,449,0.47895,383,0.15861,347,-0.0024,367,0.08803,391,0.19272
ENSG00000117411,B4GALT2,66,0.28862,65,0.26699,42,-0.4056,66,0.30500,60,0.15111,44,-0.3571,52,-0.0761,51,-0.1022,43,-0.3889
ENSG00000159214,CCDC24,11,-0.6108,8,-1.0746,12,-0.5818,15,-0.1687,26,0.75485,17,-0.0593,14,-0.3334,10,-0.7535,33,1.05055
ENSG00000178028,DMAP1,46,0.27563,28,-0.5221,33,-0.2636,46,0.24500,43,0.15582,53,0.50018,40,0.01830,23,-0.7931,37,-0.1072
ENSG00000117419,ERI3,135,-0.2449,110,-0.5697,138,-0.2186,157,-0.0078,172,0.15663,139,-0.2027,171,0.12372,145,-0.1410,241,0.69496
ENSG00000187147,RNF220,66,-0.3447,60,-0.4883,82,-0.0132,122,0.63983,95,0.25758,60,-0.4965,92,0.17164,66,-0.3391,86,0.06798
ENSG00000126106,TMEM53,12,-0.3177,10,-0.6492,16,0.16658,12,-0.3290,20,0.58018,22,0.67209,10,-0.6137,15,-0.0176,10,-0.5450
ENSG00000142937,RPS8,1665,0.83664,1127,0.18398,1013,0.01222,602,-0.8021,755,-0.4994,885,-0.2033,919,-0.1426,1179,0.25854,1152,0.22044
ENSG00000070785,EIF2B3,26,0.06389,23,-0.1610,22,-0.2171,15,-0.7459,32,0.41491,28,0.15906,22,-0.1947,28,0.15359,24,-0.0433
ENSG00000126107,HECTD3,11,-0.4369,12,-0.3066,12,-0.3056,22,0.62993,23,0.77802,9,-0.6909,7,-1.1010,11,-0.5053,19,0.37856
ENSG00000126088,UROD,76,-0.0343,65,-0.2768,68,-0.2089,73,-0.0970,91,0.28885,59,-0.4248,91,0.26438,99,0.39845,62,-0.3453
ENSG00000132763,MMACHC,5,-1.1040,11,0.08194,9,-0.1424,5,-0.9404,12,0.29639,5,-1.0992,18,0.92940,7,-0.4490,17,0.83390
ENSG00000117450,PRDX1,357,0.16307,341,0.08712,344,0.10065,343,0.09955,232,-0.5700,216,-0.6282,386,0.28774,322,-0.0027,454,0.55687
ENSG00000117448,AKR1A1,35,-0.5082,35,-0.5340,47,-0.0793,42,-0.2604,38,-0.4205,37,-0.4548,60,0.31154,62,0.36803,97,1.14514
ENSG00000132780,NASP,32,0.14226,39,0.45496,15,-1.0675,26,-0.2088,25,-0.2640,23,-0.3610,37,0.35492,32,0.12334,41,0.50531
ENSG00000159592,GPBP1L1,32,0.58743,16,-0.4872,19,-0.2172,34,0.68270,22,-0.0145,22,0.01442,18,-0.3462,19,-0.2005,17,-0.4122
ENSG00000159596,TMEM69,14,0.09388,9,-0.5411,9,-0.4609,14,0.14548,13,-0.0355,14,0.08556,16,0.39023,21,0.76719,6,-1.0418
ENSG00000086015,MAST2,19,0.15613,11,-0.6516,13,-0.4534,21,0.30422,16,-0.1023,11,-0.6099,30,0.93089,13,-0.3781,20,0.26464
ENSG00000117461,PIK3R3,97,1.97608,18,-0.8789,22,-0.5440,31,-0.0435,18,-0.9642,22,-0.5853,32,0.01731,34,0.12722,25,-0.3755
ENSG00000085998,POMGNT1,26,-0.8270,29,-0.6848,32,-0.5271,55,0.30888,40,-0.2244,31,-0.6049,49,0.14023,66,0.60547,85,1.03827
ENSG00000132128,LRRC41,32,-0.5631,25,-0.9345,42,-0.1325,51,0.15099,61,0.50722,42,-0.1576,52,0.19398,54,0.26828,41,-0.1730
ENSG00000173660,UQCRH,397,-0.2902,277,-0.8484,540,0.20032,299,-0.7340,440,-0.1443,432,-0.1600,765,0.78102,571,0.29101,610,0.39970
ENSG00000117480,FAAH,31,-0.0027,14,-1.1500,14,-1.1843,32,0.09045,45,0.74491,39,0.37350,26,-0.2534,24,-0.3953,36,0.23764
ENSG00000079277,MKNK1,15,-0.5599,17,-0.3722,19,-0.2024,11,-0.9886,29,0.55779,26,0.29071,19,-0.1782,31,0.59510,19,-0.2039
ENSG00000123472,ATPAF1,84,-0.2322,93,-0.0614,92,-0.0837,123,0.38679,68,-0.6212,93,-0.0717,128,0.45381,131,0.49332,90,-0.1183
ENSG00000159658,EFCAB14,101,1.24747,57,0.28274,34,-0.5523,55,0.23590,35,-0.5532,25,-1.0266,53,0.17352,43,-0.1560,41,-0.2266
ENSG00000186377,CYP4X1,19,-0.1470,3,-2.9207,9,-1.2321,17,-0.2966,32,0.83311,11,-0.9849,23,0.16455,28,0.52407,32,0.73884
ENSG00000162368,CMPK1,98,0.35969,68,-0.2138,56,-0.5105,107,0.51623,74,-0.0897,50,-0.6972,84,0.11645,81,0.05986,88,0.19233
ENSG00000162373,BEND5,11,-1.1932,12,-1.1370,17,-0.5943,23,-0.1318,35,0.65491,11,-1.1901,33,0.47534,22,-0.2101,49,1.12099
ENSG00000162374,ELAVL4,60,-1.0271,54,-1.1929,50,-1.3025,275,1.46180,166,0.66547,31,-2.0169,99,-0.2605,72,-0.7662,196,0.85820
ENSG00000185104,FAF1,33,0.14186,24,-0.3256,33,0.15097,29,-0.0280,40,0.53340,30,-0.0158,13,-1.2180,23,-0.3989,34,0.20100
ENSG00000123091,RNF11,276,-0.3484,260,-0.4413,221,-0.6949,528,0.70690,373,0.14816,224,-0.6685,286,-0.2920,397,0.23133,500,0.61565
ENSG00000085832,EPS15,141,0.14520,121,-0.0987,115,-0.1807,219,0.88041,103,-0.3957,35,-1.9901,123,-0.0753,106,-0.3118,223,0.91325
ENSG00000117859,OSBPL9,13,0.25132,12,0.16632,12,0.13887,19,0.84355,6,-1.0562,6,-0.8182,9,-0.4028,16,0.54455,13,0.20459
ENSG00000078618,NRDC,49,-0.3227,49,-0.3459,56,-0.1227,66,0.13897,76,0.42006,58,-0.0763,64,0.08031,42,-0.5639,70,0.23137
